trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,0,2019-08-01,0.29880037587733527,-0.0017179406536146952,0.484674632034632,0.80752,1.1774611678651328
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,1,2019-08-14,0.28222109108288884,0.02750845079951959,0.4634595865333231,0.8060179257362355,1.186316502715286
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,2,2019-08-27,0.2986805129789886,0.007815837834407495,0.4791138886839621,0.7901162790697674,1.179933313047463
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,3,2019-09-09,0.29225090952957783,0.002117657622122297,0.46488335700152,0.7879699248120301,1.1800993665732442
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,4,2019-09-20,0.3213597821118302,-0.037308777951058615,0.49812559816899543,0.7960568842921784,1.1878765670464204
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,5,2019-10-03,0.3541233518234447,-0.1072221608319135,0.53243619631154,0.8059014618299946,1.2067911570694847
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,6,2019-10-16,0.36043505757006183,-0.09304074864445354,0.5313129308497706,0.8057142857142857,1.2058480434698924
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,7,2019-10-29,0.38115581468525617,-0.08856817589979606,0.5425543013164265,0.7889041723979825,1.1741026855798904
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,8,2019-11-11,0.38987712278820025,-0.07685414125071222,0.5524316539992191,0.8114666666666667,1.2128828104293918
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,9,2019-11-22,0.38893936507089444,-0.09009606468617415,0.5436284771025314,0.8075949367088607,1.2049368471383415
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,10,2019-12-05,0.4026257980234892,-0.09095015952831556,0.5577123196242267,0.8019458544839255,1.1946957362729544
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,11,2019-12-18,0.4127109476758027,-0.077649608989877,0.562422306117749,0.8120852109791069,1.2131035558148922
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,12,2020-01-01,0.41569615416181205,-0.07650626882777883,0.5586786678887137,0.7962248995983936,1.188411365653465
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,13,2020-01-14,0.40964882747457704,-0.07757483493905466,0.5583365736442961,0.7990733279613215,1.195390863099244
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,14,2020-01-27,0.41071000829536497,-0.08026825719821214,0.56229273468234,0.7890813859790492,1.1856140933684933
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,15,2020-02-07,0.41758109596985876,-0.07970361646648827,0.5783086998598034,0.8083959899749373,1.2070951953307638
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,16,2020-02-20,0.4197649923404243,-0.08395325771018868,0.5722323013884457,0.795242177453922,1.188419918387555
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,17,2020-03-04,0.4228953611660268,-0.04583437900062637,0.5723275847818418,0.7896921641791046,1.1867972803009612
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,18,2020-03-17,0.4313316603115607,0.047939595837560474,0.5842400530718159,0.7917573872472784,1.191320920468074
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,19,2020-03-30,0.4255525109638152,0.02262554907889693,0.5803249286786343,0.7905027932960894,1.1780690249883172
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,20,2020-04-10,0.4009951367644121,0.012472570576742713,0.5703900940718167,0.7891071428571429,1.1689481638789032
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,21,2020-04-23,0.38731940957025246,0.0034626141679773514,0.5667376872404128,0.7927316777710478,1.1720052556574085
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,22,2020-05-06,0.3932233846830106,0.008915814140660665,0.564722009108464,0.7834885164494103,1.1604104330124068
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,23,2020-05-19,0.39178447445175385,-0.00954430430387278,0.5708281222996413,0.7699999999999999,1.1379925989671653
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,24,2020-06-01,0.37299426502413263,-0.0012093136771248404,0.5696375330521671,0.7854317732366513,1.1694588733596818
7b1e6_00000,64,3,0.001,1e-05,0.6,50,1024,False,False,0.5,25,2020-06-12,0.3635826395582058,0.01647346501095305,0.56347884956528,0.7951449763991909,1.1728937230128023
