trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,25,2020-06-12,0.2131451283267005,0.016454904619243583,0.3426464964702242,0.9394470667565745
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,26,2020-06-25,0.21751879925281348,0.03481740560911862,0.344376259672039,0.9283741368487132
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,27,2020-07-08,0.19691147568256523,0.03657006939433632,0.3160906021341877,0.9329188869153345
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,28,2020-07-21,0.230211099047959,0.04318958260838832,0.3663825821695008,0.923961297666477
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,29,2020-08-03,0.20660242113770447,0.04613697560325907,0.3259394293663308,0.9467108899944721
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,30,2020-08-14,0.200581954706378,0.028774287479467843,0.31461278319261016,0.9365436062065277
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,31,2020-08-27,0.2161555281176093,0.031306576064014206,0.32625101941424706,0.9422490803993694
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,32,2020-09-09,0.21109337253136276,0.03513409668493032,0.34064609802686663,0.9326767676767677
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,33,2020-09-22,0.19590705991293778,0.04454297754247302,0.3160237677006119,0.929426433915212
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,34,2020-10-05,0.21370535237079422,0.048623803417454856,0.33374244595115177,0.9337637494021999
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,35,2020-10-16,0.22283467958890057,0.05169391211843654,0.3550371309542073,0.9276095797559875
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,36,2020-10-29,0.20132389689875357,0.07366471258151795,0.3089629870707165,0.9433201927288655
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,37,2020-11-11,0.2093664705689818,0.046844815812042674,0.3342117019640127,0.92947458351132
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,38,2020-11-24,0.20760631101108157,0.027495953163620315,0.32435680342843454,0.9398315789473684
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,39,2020-12-07,0.21795552407973703,0.009117384349353408,0.3322260602039046,0.9427078980359382
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,40,2020-12-18,0.1976290389652136,0.012801747214874142,0.3009662289285464,0.9495204882301655
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,41,2021-01-01,0.18676653687560876,0.014337611492849997,0.29181155158796707,0.9419026548672566
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,42,2021-01-14,0.19629829225369827,0.014606904631528446,0.291247649669799,0.9291987324581258
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,43,2021-01-27,0.17781722601560634,0.022468809340679692,0.29129421669757505,0.9349430523917994
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,44,2021-02-09,0.1762588818378139,0.01800306487788107,0.27681099938190773,0.9534545454545454
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,45,2021-02-22,0.1928922567020352,0.02246643292125413,0.2907502828470189,0.9333486028401282
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,46,2021-03-05,0.19659034888376076,0.01493142331860832,0.3011224863385006,0.9368909512761021
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,47,2021-03-18,0.1307216673141481,0.018996997983855464,0.20929190867883884,0.9268548678972132
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,48,2021-03-31,0.15663321664503604,0.010727400044977997,0.25132959082002804,0.939712918660287
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,49,2021-04-13,0.15871504531094158,0.00046346440851008277,0.25525512224483865,0.9343156843156843
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,50,2021-04-26,0.14842265996449125,0.000726933211299843,0.2395280300004382,0.934560327198364
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,51,2021-05-07,0.15135403193948802,0.008362615522902137,0.241405857413238,0.9286970010341261
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,52,2021-05-20,0.1298204747225315,0.00948527333524989,0.20913673216726764,0.918784255107125
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,53,2021-06-02,0.12877981031113012,0.010897112060784654,0.222407152046351,0.9235426008968609
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,54,2021-06-15,0.13316936305728838,0.0006961350465252709,0.22402948278495066,0.923645598194131
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,55,2021-06-28,0.12815878066405223,0.003049192071048694,0.221541422060666,0.9155172413793103
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,56,2021-07-09,0.14394849669629375,0.004614631230024119,0.2431145721401931,0.9304691916336914
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,57,2021-07-22,0.13081476641270648,0.006695916613785571,0.2213613439722421,0.9323110624315444
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,58,2021-08-04,0.13654264072878994,0.008921672435442198,0.22535781640016794,0.9235668789808917
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,59,2021-08-17,0.16301245639937864,0.003641903595247458,0.271324797420833,0.8863613487669855
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,60,2021-08-30,0.1393393457270249,-0.0001880617455543794,0.23144737058253748,0.9252615844544095
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,61,2021-09-10,0.15465348532970966,-0.000715678679832324,0.2432167926036696,0.9300507614213198
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,62,2021-09-23,0.16130914108368863,-0.01144216589011214,0.2556634853908158,0.9189397590361446
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,63,2021-10-06,0.1666378688819094,-0.006661606442672236,0.2631881599894304,0.9136533084808947
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,64,2021-10-19,0.1655937719777523,-0.008852017776835579,0.2573656598433542,0.9191292264937472
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,65,2021-11-01,0.20192757430664232,-0.00597415137874476,0.31982362217285076,0.9109396914446003
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,66,2021-11-12,0.11575020305245359,-0.0067879199176387175,0.18282496496782213,0.91509009009009
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,67,2021-11-25,0.17650936549784912,-0.019611387700528168,0.281386009790446,0.924669603524229
464b0_00005,128,2,0.001,1e-05,0.6,50,1024,True,True,1.0,68,2021-12-08,0.17787611331492648,-0.02110862443496577,0.277891020873477,0.9269269269269269
