trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,0,2019-08-01,0.27323686610021675,-0.0013261204775022932,0.4498917171717172,0.81312,1.191803774440924
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,1,2019-08-14,0.26607565931997823,0.0262777215071294,0.43262131113678903,0.7845070422535212,1.1518573746678338
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,2,2019-08-27,0.28509903952050053,0.008994592863669547,0.44720436571339267,0.7921511627906976,1.1664032004053086
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,3,2019-09-09,0.2684255754894758,0.003000216286658447,0.43710219880424805,0.7811194653299917,1.1549062097211262
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,4,2019-09-20,0.2992052789837094,-0.033584325709893524,0.4622833544272118,0.7908209437621203,1.169320442993993
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,5,2019-10-03,0.3328408245833699,-0.10133032423478092,0.4950462096961919,0.7896047644829454,1.1675774509014238
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,6,2019-10-16,0.339670075109881,-0.08635452292239341,0.5087451538410308,0.7928813559322033,1.1703624105938344
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,7,2019-10-29,0.3493640687249783,-0.08313615136412111,0.504346797280668,0.7815680880330125,1.149213013394942
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,8,2019-11-11,0.354760571130821,-0.07167407012916627,0.5021312099589791,0.7906222222222222,1.1763028689650161
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,9,2019-11-22,0.3616666592099819,-0.08547177592180319,0.5097205389003904,0.8133566128328241,1.2108112953997248
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,10,2019-12-05,0.37183575223612714,-0.08173547555898564,0.513271689941984,0.7884940778341794,1.153951993556239
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,11,2019-12-18,0.3863290946173018,-0.06953636029201003,0.5285661571414607,0.7974190905366653,1.1699276626873014
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,12,2020-01-01,0.3748197330873655,-0.07314669053532086,0.5182709847260157,0.7890763052208836,1.171203570408841
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,13,2020-01-14,0.372524272653198,-0.07311746873830982,0.5124398089239989,0.7728847703464947,1.1469941630285314
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,14,2020-01-27,0.3809401431130994,-0.07808801192408787,0.5237775166900988,0.7785656728444803,1.158994002048843
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,15,2020-02-07,0.37908206333588945,-0.07528106977551731,0.5310317641209461,0.7928153717627402,1.1782310583234106
7b1e6_00002,64,3,0.001,1e-05,0.6,50,1024,True,False,0.5,16,2020-02-20,0.40615432439965327,-0.0809935816707012,0.5579387400553526,0.8048006858122589,1.1824678055914737
