trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,0,2019-08-01,0.28007545167128317,-0.003150567453410171,0.45667584415584417,0.78976,1.1495095197118363
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,1,2019-08-14,0.25020294628614914,0.023693667637386936,0.41452591118554816,0.7836107554417413,1.1573696727434386
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,2,2019-08-27,0.2858899304873125,0.007010692209275418,0.44930790386344244,0.764825581395349,1.1400053957780296
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,3,2019-09-09,0.27891816877310077,0.0009213652995194929,0.4425016602150613,0.7614035087719299,1.1281375212868996
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,4,2019-09-20,0.27936332614375925,-0.035865380078263336,0.45703231637214914,0.7872010342598578,1.1757375068619527
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,5,2019-10-03,0.3132088221142825,-0.10329449462141913,0.4800164611410375,0.7780184082295615,1.1692658865322711
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,6,2019-10-16,0.3392734249272771,-0.0877601207844849,0.4925622796146473,0.7767070217917676,1.159443673248972
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,7,2019-10-29,0.33993739654758337,-0.08214444962870868,0.4915154111451305,0.7657955066483265,1.1367344625046434
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,8,2019-11-11,0.3403115088238547,-0.0714642335431777,0.4885399911989583,0.7800888888888889,1.1645644104718638
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,9,2019-11-22,0.3580337381173976,-0.08460840889739817,0.5001337082610193,0.7951549541684854,1.1849560283478189
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,10,2019-12-05,0.3601364535730057,-0.08054564345267508,0.5036147884220026,0.7762267343485617,1.1490702841279599
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,11,2019-12-18,0.36331626003851863,-0.06759543485548151,0.514062436276004,0.7681278164686604,1.1374687771368726
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,12,2020-01-01,0.35198398802025177,-0.07271643779009283,0.5008339545422831,0.7744979919678715,1.1546668844632018
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,13,2020-01-14,0.36811231538313105,-0.07337222742972327,0.508330428523605,0.7756244963738921,1.1613152561363986
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,14,2020-01-27,0.3621821175631432,-0.07735624665988931,0.5131409566427962,0.768815471394037,1.147546049433707
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,15,2020-02-07,0.3840173504690904,-0.07574069498428264,0.5347535192392912,0.787719298245614,1.170134070349899
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,16,2020-02-20,0.383317897688969,-0.08014966973152797,0.5329696333976854,0.788641234462066,1.175569313536264
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,17,2020-03-04,0.3912159075803938,-0.044124524168759977,0.548570836692199,0.7732276119402984,1.1571992707635554
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,18,2020-03-17,0.3818211327753052,0.045526039186093444,0.5417740762745794,0.7842923794712287,1.1693860924161785
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,19,2020-03-30,0.37167037318872903,0.019442810567220126,0.5520056078782093,0.7772067039106145,1.1558539032543058
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,20,2020-04-10,0.365613750908458,0.010038743884076214,0.5430119872346763,0.7774404761904762,1.1523818304036977
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,21,2020-04-23,0.3604458645727938,0.000663029555800192,0.5364817731565157,0.7821320411871593,1.1465401050819224
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,22,2020-05-06,0.34235743196973567,0.008048613626456678,0.5335901618392063,0.7685909373060211,1.133037214700016
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,23,2020-05-19,0.3741062375777523,-0.010086522616947105,0.5488856941230359,0.7589240506329114,1.1223759603512313
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,24,2020-06-01,0.3531009638321241,-0.0008283620146775585,0.5409297945883311,0.7750823994726433,1.1475582876474872
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,25,2020-06-12,0.3528485684740625,0.013695464904981816,0.5377273234260264,0.7790289952798382,1.1453737637772174
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,26,2020-06-25,0.36567977536267454,0.033385941011769386,0.5480970186630982,0.792467043314501,1.157318043560504
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,27,2020-07-08,0.35249760460916685,0.03972507803897711,0.5355293263338262,0.780461811722913,1.1500171716834395
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,28,2020-07-21,0.37142518491459064,0.04724194415563887,0.5547130869335197,0.7721115537848605,1.126465745808482
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,29,2020-08-03,0.3805043687776664,0.0502006674844804,0.5447751838295037,0.7810392482034274,1.1447752543156873
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,30,2020-08-14,0.3617014346539109,0.027411636044655165,0.5322979599845757,0.7756554307116105,1.1281505725001577
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,31,2020-08-27,0.37022203470958437,0.031601728724110434,0.5348427205717031,0.7633210719915922,1.1199942731655663
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,32,2020-09-09,0.3698184222753891,0.038248181094804955,0.5338880529461316,0.7714141414141414,1.1262325513127573
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,33,2020-09-22,0.376864903479127,0.048590786890337884,0.5419208430720139,0.7730174563591022,1.1215770723992753
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,34,2020-10-05,0.3679539599784915,0.05118212411911034,0.5411679374578149,0.7711621233859397,1.1224075842277212
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,35,2020-10-16,0.37473156189817175,0.049980634745291415,0.5421698934210287,0.7732941708088568,1.1345488948986133
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,36,2020-10-29,0.3716438727830721,0.07685581258901068,0.5277447303226288,0.7869908015768725,1.149932039228254
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,37,2020-11-11,0.3583794554076473,0.047289728793991195,0.5218007709309939,0.7782998718496369,1.1376260726408798
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,38,2020-11-24,0.36289742279457765,0.023819309278443262,0.5238826238710351,0.7884631578947369,1.15429417479863
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,39,2020-12-07,0.34963636774818446,0.00295326280941213,0.5133220602041388,0.79143334726285,1.1617148093455063
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,40,2020-12-18,0.3457810045629877,0.004083990337623577,0.5103650492232292,0.7855710549258936,1.1555856442113854
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,41,2021-01-01,0.32522647728856086,0.008907763850262413,0.4749335415189107,0.7803097345132743,1.1487311230516517
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,42,2021-01-14,0.3229267051843305,0.008727370867356407,0.48978486675038707,0.7811226799456767,1.1479775454537855
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,43,2021-01-27,0.31275112775184033,0.01769052341900603,0.48276656792082007,0.7824145785876994,1.1482477450580602
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,44,2021-02-09,0.32640712251313514,0.012906341370071716,0.4901138953925332,0.7882727272727273,1.1595883192608807
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,45,2021-02-22,0.31097934708693686,0.016319762947604198,0.4701500111676163,0.7817224003664681,1.151995528724554
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,46,2021-03-05,0.2970605387662724,0.008492547904733687,0.46387512860231084,0.7767981438515081,1.1425291856613775
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,47,2021-03-18,0.21551367773768187,0.0124030211246609,0.3281224882561137,0.7648208469055374,1.1245014589715954
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,48,2021-03-31,0.25834469266971316,0.005004469127497296,0.40366584796400495,0.7776076555023924,1.1336850859227383
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,49,2021-04-13,0.2458438853380676,-0.002554435051834587,0.3966688020508135,0.7821178821178821,1.1409802205246595
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,50,2021-04-26,0.24058331678321715,-0.0029155133215137607,0.39198320376321044,0.7941717791411044,1.1620603547612802
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,51,2021-05-07,0.23289752581945994,0.009238419783969979,0.3826037424281473,0.7694415718717683,1.1262905530890406
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,52,2021-05-20,0.20862065781047104,0.005929054120837066,0.34033062702540556,0.7810662680617837,1.1474183255198154
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,53,2021-06-02,0.20052304744252666,0.010422430190101481,0.3363209410312136,0.779652466367713,1.1450793173828173
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,54,2021-06-15,0.21286221593642385,-0.0025231138871177733,0.3639824116853359,0.7827313769751693,1.1497179952354633
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,55,2021-06-28,0.21544095889887482,-0.0026230125830337676,0.3656156978935662,0.7881535038932146,1.1502576812935799
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,56,2021-07-09,0.22148755856260155,-0.0005219820215042745,0.37098204761723536,0.7773318258903334,1.1334425066060327
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,57,2021-07-22,0.20708018879469064,0.003068553725590448,0.3627985772290263,0.7856516976998904,1.1457028427565865
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,58,2021-08-04,0.21527363838363509,0.0036397332342214916,0.37046992565386,0.7935244161358811,1.1605398732557675
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,59,2021-08-17,0.22325233748966522,-0.001307176471701913,0.37291860702193186,0.7870659285354806,1.1517371705943678
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,60,2021-08-30,0.22974820715815453,-0.0064011172352760395,0.3890055013345968,0.7808669656203289,1.1458704505207926
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,61,2021-09-10,0.23152813836988229,-0.0019460099204689557,0.38514234735385183,0.7809644670050762,1.1492276802020378
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,62,2021-09-23,0.2420248258262019,-0.01351194294112125,0.3898547652586968,0.7803855421686747,1.1487776195242532
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,63,2021-10-06,0.2557206729442144,-0.011417661771724813,0.4091123429825789,0.7820130475302889,1.1473990248726607
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,64,2021-10-19,0.2691009484613446,-0.013181254753694466,0.4243523719481156,0.7843446039833256,1.1556504181376672
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,65,2021-11-01,0.2639198491212078,-0.005871776781373699,0.42043993874288405,0.7801776531089294,1.1513107981080763
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,66,2021-11-12,0.17639712059963755,-0.005852359841548702,0.27414888486317057,0.758075933075933,1.0982671041101135
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,67,2021-11-25,0.2636370317905834,-0.014812811827084937,0.4243531227397832,0.7865394028389624,1.1577991090436868
eb788_00001,128,2,0.01,1e-05,0.6,50,1024,68,2021-12-08,0.2680322201166868,-0.016402438902466836,0.4213634796237135,0.7723223223223222,1.1406269910137266
