trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
df0bd_00001,20,25,42,6,0,2019-08-01,0.0023689637859969446,0.008584072682170615,0.0030666666666666663,0.67552,1.0305129882628634
df0bd_00001,20,25,42,6,1,2019-08-14,0.030431260823367556,0.04034996351931176,0.07234522839516437,0.6457106274007682,0.9816459080189368
df0bd_00001,20,25,42,6,2,2019-08-27,0.00653070807988029,0.039102995625411974,0.012142904779838684,0.5729651162790698,0.9296090000179731
df0bd_00001,20,25,42,6,3,2019-09-09,0.006815234894596537,0.03867751984949155,0.012168106177025535,0.6444444444444445,1.0808100216292404
df0bd_00001,20,25,42,6,4,2019-09-20,0.02534124183579669,-0.009002128107154027,0.07054100463925932,0.6630252100840336,1.0592872566048257
df0bd_00001,20,25,42,6,5,2019-10-03,0.040429673581895725,-0.07038284625328331,0.09672759341532583,0.757877639415268,1.2138058592916365
df0bd_00001,20,25,42,6,6,2019-10-16,0.011401393211550983,-0.039569858505876375,0.01653493062325571,0.6514769975786925,1.0567401660300852
df0bd_00001,20,25,42,6,7,2019-10-29,0.009351258979152257,-0.04955493185387804,0.014710011655922823,0.6683631361760659,1.0491507937391096
df0bd_00001,20,25,42,6,8,2019-11-11,0.005206714108239045,0.007644028804832198,0.009591080631963289,0.6956444444444445,1.052940379708449
df0bd_00001,20,25,42,6,9,2019-11-22,0.0042791925634096195,-0.015438057243757748,0.007288434156460218,0.6545176778699258,0.9727616950095639
df0bd_00001,20,25,42,6,10,2019-12-05,0.013201127633841427,-0.03622800279437912,0.026528957451074756,0.6373096446700507,1.0018387760347125
df0bd_00001,20,25,42,6,11,2019-12-18,0.0021940169494290528,-0.015161375544250521,0.0037932119613840482,0.6844735764031135,1.011856225115528
df0bd_00001,20,25,42,6,12,2020-01-01,0.0038630204407254687,-0.00798145484264756,0.007282034084676355,0.6535742971887549,1.0011254848004323
df0bd_00001,20,25,42,6,13,2020-01-14,0.002939313002356052,0.018897936461840372,0.005456654906878001,0.6226027397260274,0.9623764336512899
df0bd_00001,20,25,42,6,14,2020-01-27,0.0022835542502101683,0.009555545104067857,0.004868921427053018,0.6343674456083803,1.0361618189642916
df0bd_00001,20,25,42,6,15,2020-02-07,0.0021784817434046103,-0.029310684677070008,0.005445953378284205,0.5910192147034252,0.9203697068537107
df0bd_00001,20,25,42,6,16,2020-02-20,0.0032651754179519417,-0.02481155043930832,0.007214965584018306,0.6344620660094299,1.0358282903493328
df0bd_00001,20,25,42,6,17,2020-03-04,0.025916001376582704,-0.029860126267530873,0.0459311277467659,0.6680037313432836,0.9996390936608536
df0bd_00001,20,25,42,6,18,2020-03-17,0.02543229627664108,0.04745309512621217,0.05028766809482206,0.6598237428719543,1.0749630703043869
df0bd_00001,20,25,42,6,19,2020-03-30,0.01904176164920757,0.03223526979091814,0.03778538546202036,0.6840223463687152,1.066639158607793
df0bd_00001,20,25,42,6,20,2020-04-10,0.015564721819655108,0.014010490344502632,0.03841777872765268,0.7616071428571428,1.1713597458082174
df0bd_00001,20,25,42,6,21,2020-04-23,0.003873723314030822,0.014055168824467026,0.004805874521198567,0.7196850393700788,1.1396130471989814
df0bd_00001,20,25,42,6,22,2020-05-06,0.014988468784193715,0.014234980427732748,0.031458535601924804,0.6322780881440099,0.9245742046278841
df0bd_00001,20,25,42,6,23,2020-05-19,0.018676801785875493,-0.012135090149754084,0.039011436875360926,0.6224683544303797,0.9588334966629772
df0bd_00001,20,25,42,6,24,2020-06-01,0.00020625659869248219,-0.0004276837483066977,0.0005493298176225005,0.7728411338167437,1.2127399696387255
df0bd_00001,20,25,42,6,25,2020-06-12,0.0668491485348605,0.032511423021388826,0.1074947772688838,0.7047875927174646,1.0903731181444694
df0bd_00001,20,25,42,6,26,2020-06-25,0.09526691659336088,0.013169259708819893,0.17170177184024532,0.660828625235405,1.0769361338776908
