trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,0,2019-08-01,0.2630331428952099,-0.002842839835369799,0.4202656854256854,0.78688,1.1450181941572848
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,1,2019-08-14,0.26005403682797734,0.02304016725275597,0.4145355698756316,0.769910371318822,1.1395265170803592
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,2,2019-08-27,0.28018688440622386,0.006687990316955449,0.44438501214434506,0.776453488372093,1.1574034056386329
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,3,2019-09-09,0.2717942876046965,0.0009706484782857287,0.4345789882222877,0.7677527151211362,1.1480518114777498
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,4,2019-09-20,0.29134332025313003,-0.034279655389627475,0.4584335776012555,0.7732385261797027,1.146202651778385
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,5,2019-10-03,0.3144576883172586,-0.1036954027116294,0.484175795813133,0.7807796426637791,1.1785502500329605
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,6,2019-10-16,0.3265687136016252,-0.0897023030620395,0.4849841321273298,0.7856658595641647,1.1772168928463413
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,7,2019-10-29,0.33718042940441634,-0.08244988202709204,0.4878818831316971,0.7770747363594681,1.1592349150751078
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,8,2019-11-11,0.3468906329730291,-0.07152875070900316,0.4959355513830832,0.7805333333333333,1.1651086458730187
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,9,2019-11-22,0.3445166570452126,-0.08300900226084076,0.4905716767603301,0.7927979048450459,1.1810622145527272
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,10,2019-12-05,0.3595023403715178,-0.08130283963854384,0.5010865557049736,0.7745769881556683,1.154252558340153
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,11,2019-12-18,0.37809609228097163,-0.06984986462449765,0.5162667785517908,0.7910692339205244,1.18312214228238
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,12,2020-01-01,0.3656862256867456,-0.07288744562330166,0.5024223648977388,0.7822489959839357,1.166138577728432
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,13,2020-01-14,0.3556334439250655,-0.0724783183822852,0.482365490785331,0.7671635777598711,1.1435631676357578
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,14,2020-01-27,0.3525460840419499,-0.07581249427630168,0.4955723770441732,0.7762691377921032,1.1641221112389548
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,15,2020-02-07,0.36867221787344273,-0.07426567828578412,0.5183851245381222,0.7805346700083542,1.1630341371965982
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,16,2020-02-20,0.38046045610664764,-0.08007131120845186,0.5297550486167601,0.7800257179597085,1.1597434953264119
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,17,2020-03-04,0.382644193542623,-0.044479970590860715,0.5303797955180132,0.772901119402985,1.1528449686038131
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,18,2020-03-17,0.3893986627691147,0.04370716399848987,0.5492201324055683,0.7737169517884914,1.1495696104960114
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,19,2020-03-30,0.3640045091451626,0.019829492294242832,0.538971010569869,0.7754189944134078,1.1441148491205773
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,20,2020-04-10,0.3636217203908663,0.011418884951509096,0.5375418894247675,0.7774404761904762,1.1481751612685702
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,21,2020-04-23,0.3393667311697939,-0.00030453332881236254,0.5195586145465007,0.775893397940642,1.1399931401318633
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,22,2020-05-06,0.35781148022253223,0.00911544013006372,0.5364869243091335,0.7742396027312228,1.1407716901087335
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,23,2020-05-19,0.3583251741689337,-0.010650448129773851,0.5366039797052455,0.7572784810126583,1.1190247018221964
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,24,2020-06-01,0.3403060357842391,-0.0022332418574211054,0.5296261564554248,0.7676994067237969,1.1342153255270455
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,25,2020-06-12,0.3422631046118758,0.013940387991680476,0.5214544900931796,0.7745785569790965,1.1342809938388407
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,26,2020-06-25,0.3534346093300016,0.03314629351359545,0.548820802529122,0.7851224105461394,1.147510596474518
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,27,2020-07-08,0.3592308549090193,0.040273141110434216,0.5380865132940755,0.7742451154529307,1.1408417410596832
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,28,2020-07-21,0.368292649424104,0.047082730313295774,0.542252577387403,0.7750711439954467,1.1338378515735597
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,29,2020-08-03,0.36596084506853327,0.04982193271086198,0.5415997170139042,0.7826423438363737,1.1503173747108684
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,30,2020-08-14,0.37894313305679284,0.02770198932020319,0.5522230048013484,0.7857677902621722,1.1440334958088778
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,31,2020-08-27,0.3763217178346238,0.03165301472929205,0.5452448531555486,0.7705727798213348,1.1285352120294272
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,32,2020-09-09,0.34870798616102827,0.03745864667203011,0.5249707002375882,0.7689898989898989,1.1244215451068003
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,33,2020-09-22,0.36408780626443116,0.048197887818210515,0.5386331939184374,0.7821945137157107,1.1378315238613677
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,34,2020-10-05,0.36698003769103515,0.05223375944706983,0.5408750302537093,0.7736011477761836,1.127275361991443
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,35,2020-10-16,0.37649912348821707,0.05275475656073099,0.5524018247514638,0.7765024853140534,1.1388314566257753
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,36,2020-10-29,0.361606486132377,0.0776857439313428,0.5130122776618737,0.7862023653088043,1.155672287449114
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,37,2020-11-11,0.35798617321385917,0.04902798149699947,0.5184353468822046,0.7794532251174712,1.1444731144890268
eb788_00000,64,2,0.01,1e-05,0.6,50,1024,38,2020-11-24,0.3458281401208876,0.02390126288281608,0.5053372176738024,0.7782315789473684,1.1384399982247333
