trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,0,2019-08-01,0.29327944334621436,-0.002290453016325224,0.4728727272727273,0.8113600000000001,1.1838421806012325
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,1,2019-08-14,0.2818581768980056,0.027003356231294448,0.4598609337989469,0.7892445582586427,1.156998297135812
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,2,2019-08-27,0.30219431397224766,0.007221954866908554,0.481162383901062,0.7856589147286821,1.1761874354081994
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,3,2019-09-09,0.2997620192633578,0.0023385251538408547,0.48193159398194046,0.7770258980785297,1.164047556213295
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,4,2019-09-20,0.31962662561545124,-0.03678131070230403,0.49396866818929486,0.7943762120232709,1.182514647787234
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,5,2019-10-03,0.3526170469582471,-0.10718951076937847,0.5241495492431435,0.7958310774228479,1.1979908672359496
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,6,2019-10-16,0.3655844920901232,-0.09260393575762928,0.535397429921931,0.7979176755447942,1.1911040711948806
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,7,2019-10-29,0.37382214160350824,-0.087228892106204,0.5276746348931558,0.7914718019257222,1.1753044285571739
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,8,2019-11-11,0.3837596568801265,-0.0762423613884724,0.5463004406524237,0.802088888888889,1.202303933755852
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,9,2019-11-22,0.3887307049987954,-0.0915064583594115,0.5451556330002365,0.8147970318638149,1.2157951108657716
eb788_00007,128,3,0.001,1e-05,0.6,50,1024,10,2019-12-05,0.38835207651008147,-0.09030755513430136,0.5386487779176622,0.7922165820642978,1.181997917579657
