trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,0,2019-08-01,0.15623741231363916,-0.0032802868596250685,0.2666136219336219,0.9608,1.4628581312860798
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,1,2019-08-14,0.16090425556618276,0.01863168517543885,0.26546237461165534,0.9612035851472471,1.4845064339540675
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,2,2019-08-27,0.17089170042455926,0.004233286260688259,0.2683342021775314,0.9174418604651162,1.3919460156094066
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,3,2019-09-09,0.16125279208904802,-0.00026464074967915807,0.2731603959213424,0.9224728487886383,1.4101463351054764
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,4,2019-09-20,0.18322285659930196,-0.029703141682395046,0.29129181391116465,0.9382029734970913,1.4459899578684023
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,5,2019-10-03,0.19105005341014483,-0.08522266743922445,0.3015155404571142,0.9546291283161884,1.4932610185291557
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,6,2019-10-16,0.2020385460321886,-0.07321124599206662,0.31128794699082285,0.9340920096852301,1.4327327824464586
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,7,2019-10-29,0.2064402107893011,-0.07092429237611897,0.30398199147428523,0.9384685923888124,1.4425492266195432
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,8,2019-11-11,0.21176094580254962,-0.05900682587385385,0.3159189914898378,0.9556,1.4895324381440862
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,9,2019-11-22,0.21303505202374395,-0.06907590326028801,0.31806786237691304,0.9368398079441292,1.4432257865632034
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,10,2019-12-05,0.22087293626783888,-0.06643296368252759,0.3193641105257254,0.9286379018612522,1.4104011024613143
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,11,2019-12-18,0.20975716582169734,-0.05362368204686917,0.3129371157810102,0.9633346988938959,1.5141503267033705
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,12,2020-01-01,0.21153711016207127,-0.058371881627505035,0.30469466645158333,0.947429718875502,1.4660467557286805
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,13,2020-01-14,0.21368447556887038,-0.05749759189040177,0.31388957239952103,0.9307010475423045,1.4252193909055888
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,14,2020-01-27,0.2142869787093659,-0.06334717535546101,0.3126684103876939,0.9543916196615634,1.4952686699387263
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,15,2020-02-07,0.20699186535577674,-0.061752948645477444,0.3159870012162314,0.9424812030075189,1.4504225059724671
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,16,2020-02-20,0.21018415257575168,-0.06290522286178518,0.3168576313970371,0.966652378911273,1.5247475736644456
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,17,2020-03-04,0.22639809227295365,-0.035248583392609716,0.3395791924176481,0.9534514925373134,1.485782373762601
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,18,2020-03-17,0.21168074083721491,0.042419653589716284,0.3270050646182747,0.9543286677034734,1.494373018422465
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,19,2020-03-30,0.23312551004122295,0.023135609230564607,0.36075518514119576,0.9689944134078212,1.5289816106224452
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,20,2020-04-10,0.22812320158082583,0.014109174830120714,0.3510222446593245,0.9228571428571429,1.3927326235117763
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,21,2020-04-23,0.22473799895310567,0.005430563280437783,0.35274826795117525,0.9426408237431859,1.4522474672938297
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,22,2020-05-06,0.22414522547819352,0.01084695895059196,0.3486724937572727,0.943699565487275,1.457536666603407
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,23,2020-05-19,0.23842309843383108,-0.005051533119266738,0.37388578018324853,0.9309493670886076,1.4239452913621022
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,24,2020-06-01,0.23169115221580255,0.004129155168030505,0.38387024972390826,0.9340804218852999,1.4403977168908955
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,25,2020-06-12,0.2167994208889424,0.02067326248194188,0.3529429125121482,0.9494268374915711,1.458470381012832
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,26,2020-06-25,0.2206771946947579,0.03314780904349539,0.3479980830152537,0.9354048964218455,1.4192833147951276
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,27,2020-07-08,0.21168810939598737,0.034278442188632005,0.3536641274107661,0.9457667258732979,1.452849726678088
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,28,2020-07-21,0.23109523734238865,0.04120674896621846,0.37253596939356337,0.9291974957313602,1.404322732734621
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,29,2020-08-03,0.23124652273941665,0.045680292688949777,0.37010992109966195,0.9498065229408513,1.4590976646710605
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,30,2020-08-14,0.22429880499364255,0.026142467981839584,0.35028542398429446,0.9536115569823435,1.4589335400192744
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,31,2020-08-27,0.24625344255091305,0.029876048982786358,0.3771008492356342,0.9395165528113505,1.4179868682173455
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,32,2020-09-09,0.22491329675459526,0.03702605444081605,0.3558625108449541,0.9550000000000001,1.459453481760331
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,33,2020-09-22,0.21831808455688645,0.04280370233968098,0.3443310808567336,0.952219451371571,1.4530281361172828
7b1e6_00005,64,3,0.001,1e-05,0.6,50,1024,True,True,1.0,34,2020-10-05,0.225797265497834,0.04358293761606366,0.35533873953449185,0.9375896700143472,1.4097492927025432
