trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,0,2019-08-01,0.2192639051381564,-0.0021498234037074316,0.37178303030303034,0.9300799999999999
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,1,2019-08-14,0.20229179980356982,0.02228909145810604,0.3257132739470617,0.9498079385403329
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,2,2019-08-27,0.19663301962092494,0.005942012045585555,0.31635416325593807,0.9374031007751937
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,3,2019-09-09,0.22607299426949018,0.00047502709874003876,0.3668911001470341,0.9012531328320802
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,4,2019-09-20,0.2109980593263499,-0.031360813510844986,0.34718734254947814,0.9129928894634778
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,5,2019-10-03,0.2289685509837625,-0.09200414360553179,0.3664941961310972,0.9147807255008121
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,6,2019-10-16,0.253580015143743,-0.08373872708281692,0.4018824754634871,0.9218401937046005
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,7,2019-10-29,0.2638082979733138,-0.07988306082720342,0.391055439235269,0.9341127922971114
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,8,2019-11-11,0.2478219130624012,-0.06347181595450602,0.37086731400272666,0.9351999999999999
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,9,2019-11-22,0.2877773977800307,-0.0783696922709641,0.4082852938466064,0.9373199476211261
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,10,2019-12-05,0.27868569483152533,-0.07233916343904236,0.3899474240548858,0.9292724196277496
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,11,2019-12-18,0.2792361643401292,-0.06134897821936616,0.4168546016552134,0.9371159360917657
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,12,2020-01-01,0.2770487710640841,-0.06498824835708653,0.40110814278277235,0.9419678714859437
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,13,2020-01-14,0.2941296948125326,-0.06943866312676106,0.418918225542132,0.9119661563255439
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,14,2020-01-27,0.25511276909425135,-0.06934554803973049,0.38498139491816447,0.9383561643835616
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,15,2020-02-07,0.25456235944884553,-0.06606175197625722,0.3885515187488678,0.9293650793650794
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,16,2020-02-20,0.2619668680957647,-0.06813654360458447,0.3855525110314384,0.9457351050150021
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,17,2020-03-04,0.25793961440688,-0.03727898824788181,0.4043060390329575,0.951865671641791
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,18,2020-03-17,0.2648217054641955,0.046339346230409535,0.41127023775683547,0.9531881804043546
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,19,2020-03-30,0.28454989121481084,0.022269745616583708,0.4324296178982987,0.9515642458100558
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,20,2020-04-10,0.2547379891569087,0.012809261449890728,0.40446652514929826,0.9526190476190477
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,21,2020-04-23,0.2534642325272595,0.0032604296307124137,0.40495176470343036,0.9409448818897638
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,22,2020-05-06,0.25653253984294744,0.011001383236736245,0.4156152878415938,0.9311607697082557
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,23,2020-05-19,0.26526334564605847,-0.008153834071235214,0.4265024901259078,0.9112025316455696
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,24,2020-06-01,0.25465184340305314,0.0028400281146539804,0.4139369017417798,0.9385629531970995
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,25,2020-06-12,0.26557127301943895,0.01828820257816291,0.43493883484859647,0.9335805799055967
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,26,2020-06-25,0.2796693452004276,0.03343809539807206,0.42309042458593804,0.9233521657250472
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,27,2020-07-08,0.26349339574234637,0.038153089468002506,0.423306527639312,0.9152753108348135
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,28,2020-07-21,0.26995967312532637,0.04496581333766843,0.43050782850623737,0.909049516220831
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,29,2020-08-03,0.2774386452117897,0.048513839845331315,0.4298173185375247,0.9369817578772802
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,30,2020-08-14,0.265724025374448,0.02838020523842351,0.42852022948132357,0.9385232744783306
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,31,2020-08-27,0.2825385806948919,0.03128803924743135,0.4385619642925148,0.9139253809774042
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,32,2020-09-09,0.28799754665470956,0.03573174609009029,0.4530586683178711,0.8916161616161616
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,33,2020-09-22,0.2582041362992469,0.04568211035094745,0.4086245762343318,0.9336159600997507
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,34,2020-10-05,0.26113221055413444,0.04870066089412354,0.40354278519617715,0.9429459588713535
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,35,2020-10-16,0.2861396660323621,0.05277985369884274,0.4472155665974575,0.8985088115680073
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,36,2020-10-29,0.2708291283296614,0.07138923268429291,0.41283747565564993,0.9404292597459483
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,37,2020-11-11,0.2823901029192951,0.048252875351562405,0.44134104183734074,0.8942332336608287
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,38,2020-11-24,0.2831132347816949,0.026448694457923742,0.42943789656290554,0.9363368421052632
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,39,2020-12-07,0.29352255509712805,0.00400921887248685,0.4467861274358515,0.8808190555787715
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,40,2020-12-18,0.24702026292102938,0.011458460644160689,0.38303117412204946,0.9457715780296425
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,41,2021-01-01,0.24956477119710146,0.015542291435730209,0.38557161719807903,0.9196017699115046
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,42,2021-01-14,0.27811226265142275,0.009394424747850787,0.43187187582352937,0.8618832050701676
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,43,2021-01-27,0.246709159988793,0.022247914693022706,0.3891410726542464,0.9338952164009112
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,44,2021-02-09,0.24877171170130039,0.01866123230476081,0.3762562137666099,0.9652727272727273
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,45,2021-02-22,0.26494413485618634,0.017676972080279168,0.412059369283224,0.8715529088410444
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,46,2021-03-05,0.2575032275414639,0.011855672823206409,0.4117362177489627,0.9019953596287703
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,47,2021-03-18,0.16849060891318937,0.018980074195810517,0.26068149994796297,0.9227651103872602
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,48,2021-03-31,0.21740539458293423,0.012897162818728729,0.34908188962385095,0.9002870813397129
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,49,2021-04-13,0.23110968650834546,0.0019536830547995433,0.36866792777673346,0.8712287712287713
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,50,2021-04-26,0.2069795975948831,0.0007812099440731045,0.33505231640266925,0.8696319018404908
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,51,2021-05-07,0.2150956732379744,0.011681751897472554,0.35311106993832553,0.8650465356773527
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,52,2021-05-20,0.17984031075048137,0.009028468693645847,0.2990006483993174,0.9034877927254609
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,53,2021-06-02,0.18519082495399547,0.01430690489410826,0.3163678803067407,0.899103139013453
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,54,2021-06-15,0.17670031863919133,0.003573384110556356,0.2922451961911925,0.9329571106094808
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,55,2021-06-28,0.18020882316226378,0.0028491796568881384,0.30818819960724686,0.9268631813125695
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,56,2021-07-09,0.19773674212346395,0.0008263922895848994,0.33367591842053984,0.8802713397399661
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,57,2021-07-22,0.18600473827195468,0.004408195097687996,0.31661941614022665,0.897645125958379
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,58,2021-08-04,0.1957202099428843,0.003977950824925219,0.3426238077627537,0.8656050955414013
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,59,2021-08-17,0.1821932829093635,-0.0008647986494562774,0.30859292466817995,0.8944640161046804
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,60,2021-08-30,0.20759986058614022,-0.007534639419448499,0.3609170933434182,0.8305430991529646
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,61,2021-09-10,0.19247443908862746,-0.004201752135048284,0.311600654229917,0.9330456852791877
464b0_00003,128,2,0.001,1e-05,0.6,50,1024,True,True,0.5,62,2021-09-23,0.19326003234166844,-0.01395653450999964,0.3167296276611432,0.9150843373493975
