trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,0,2019-08-01,0.292290866600104,-0.002677457599929605,0.4737825108225108,0.80848
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,1,2019-08-14,0.27237563571294054,0.025150667352146498,0.4487610328462931,0.7816901408450704
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,2,2019-08-27,0.30096384101728957,0.007324017714539492,0.4696033410920192,0.7796511627906977
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,3,2019-09-09,0.3016095158024973,0.0006072618289621624,0.4769213690192608,0.7751044277360067
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,4,2019-09-20,0.31996788697773487,-0.0383939483729817,0.4932701905305013,0.7979314802844215
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,5,2019-10-03,0.3460793405025697,-0.11011574653479848,0.5161253931636846,0.805468327016784
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,6,2019-10-16,0.3647575914966271,-0.09464419115578138,0.5310671612922934,0.7977239709443099
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,7,2019-10-29,0.37671226842566713,-0.08787170694456613,0.5362890122332418,0.7894543787253553
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,8,2019-11-11,0.3775052675230457,-0.07738180883896842,0.5348486591360329,0.8017777777777778
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,9,2019-11-22,0.3861323523276662,-0.0929850735139247,0.5414794996216318,0.8129201222173724
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,10,2019-12-05,0.39091467811734737,-0.08902681250875301,0.5326478069203628,0.78168358714044
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,11,2019-12-18,0.40752223739066634,-0.07489095389891205,0.561026912922967,0.8013928717738632
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,12,2020-01-01,0.4038621579014996,-0.07871965325640808,0.5505566627603663,0.7983935742971887
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,13,2020-01-14,0.40571524410838405,-0.07867644573219272,0.5523964153142183,0.7903706688154715
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,14,2020-01-27,0.40601332637713355,-0.08138269903458832,0.5540130948757405,0.7865431103948429
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,15,2020-02-07,0.4107864788153493,-0.07921724134586781,0.572205313463974,0.8005430242272348
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,16,2020-02-20,0.4185653061977872,-0.08639250129005484,0.5713558452118903,0.8001285897985426
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,17,2020-03-04,0.4202268757940452,-0.04765060129217136,0.5805349595391053,0.7930970149253732
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,18,2020-03-17,0.4222142014048311,0.047373931576810024,0.5802177184941799,0.7897356143079316
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,19,2020-03-30,0.4070612825309569,0.020553654866320062,0.5817097047635418,0.784413407821229
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,20,2020-04-10,0.3877643816040535,0.011191563118575082,0.5658406669777468,0.7835714285714286
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,21,2020-04-23,0.3865141890223277,0.0021235912259821355,0.5655672344345876,0.7844942459115688
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,22,2020-05-06,0.3905941388084097,0.008092057078968531,0.5608538647546782,0.7863438857852265
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,23,2020-05-19,0.3918130920713508,-0.009427175898388866,0.5715725080123814,0.7631012658227848
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,24,2020-06-01,0.37598693113901754,-0.00203932494911695,0.5681818090354676,0.7780487804878049
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,25,2020-06-12,0.3694552305015257,0.01501909680167521,0.5707076906275669,0.7853674983142279
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,26,2020-06-25,0.38018885084293996,0.033309526174864316,0.5783734404594049,0.7937853107344632
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,27,2020-07-08,0.3787481166772539,0.041560854401440264,0.5620481256830508,0.782948490230906
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,28,2020-07-21,0.391000016934043,0.04628146548551916,0.5790324973313937,0.7791690381331816
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,29,2020-08-03,0.39793539706413206,0.049925260478107844,0.5762872747114122,0.7829740187949144
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,30,2020-08-14,0.40376501718770125,0.02948561914901425,0.5815891717155949,0.791653290529695
4f17d_00003,128,2,0.001,1e-05,0.6,50,1024,31,2020-08-27,0.3972337031332799,0.03176886871401916,0.5648633032992306,0.7739358906988965
