term,estimate,std_error,t_value,p_value,ci_lower,ci_upper
C(split_index)[T.60],-0.008485501113630377,0.0033267743740970374,-2.550669254789344,0.010751630445989915,-0.015005859071551352,-0.0019651431557094036
C(split_index)[T.61],-0.014513155598331785,0.0034614719649006006,-4.192769938770411,2.7556887347245712e-05,-0.021297515983032055,-0.007728795213631514
C(split_index)[T.62],-0.01984870995915204,0.003351374996862899,-5.9225571527303575,3.1697359005913235e-09,-0.02641728425169136,-0.013280135666612722
C(split_index)[T.63],-0.014604047533916552,0.003275554166865219,-4.458496727560748,8.253645689165396e-06,-0.021024015730382484,-0.00818407933745062
C(split_index)[T.64],-0.022371286997048663,0.0034468942975971694,-6.490273581247818,8.56806423443498e-11,-0.029127075678855602,-0.015615498315241724
C(split_index)[T.65],-0.014403511467980171,0.003318394169129805,-4.340506502202919,1.4215466186189255e-05,-0.020907444525982304,-0.007899578409978037
C(split_index)[T.66],-0.026197059274288007,0.003280911622599807,-7.984689100991193,1.4087690821651782e-15,-0.0326275278910425,-0.019766590657533514
C(split_index)[T.67],-0.02264793138899086,0.003347244935940969,-6.766141057025494,1.3226260123010368e-11,-0.02920841091086924,-0.01608745186711248
C(split_index)[T.68],-0.02646927650349746,0.003346706037980288,-7.909053320820334,2.593535194837509e-15,-0.03302869980478156,-0.019909853202213355
C(declared_band)[T.1]:C(model)[T.profile_coherent_light_gcn],0.012204409441533287,0.004768236020272939,2.5595229325151343,0.0104815940110286,0.002858838572011727,0.021549980311054845
C(declared_band)[T.2]:C(model)[T.profile_coherent_light_gcn],-0.015252162871879261,0.004727500764498822,-3.2262634384779827,0.0012541786102661257,-0.024517894107182525,-0.005986431636575999
C(declared_band)[T.3]:C(model)[T.profile_coherent_light_gcn],-0.042931682865612254,0.00536375376248756,-8.004036867960496,1.2040531535298133e-15,-0.05344444706202908,-0.032418918669195426
C(declared_band)[T.1]:C(model)[T.random_forest],-0.1946298768281373,0.013302574709249707,-14.63099295302622,1.7816778156554743e-48,-0.2207024441599201,-0.16855730949635447
C(declared_band)[T.2]:C(model)[T.random_forest],0.04091123941286562,0.013275656561259484,3.081673529597869,0.0020584045904560675,0.01489143068167417,0.06693104814405706
C(declared_band)[T.3]:C(model)[T.random_forest],0.3340525704940171,0.014368961477112106,23.24820558716923,1.4832468799934242e-119,0.3058899235036339,0.3622152174844003
