trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
df0bd_00002,20,50,42,6,0,2019-08-01,0.002689078595416813,0.0036180098368201376,0.0033866666666666667,0.66032,0.9878380080580097
df0bd_00002,20,50,42,6,1,2019-08-14,0.027959070341653562,0.043852322660823256,0.07245192920609053,0.6600512163892446,1.0195037606928024
df0bd_00002,20,50,42,6,2,2019-08-27,0.006745349197884729,0.03910589676053643,0.012142904779838684,0.5730620155038759,0.9297357869906904
df0bd_00002,20,50,42,6,3,2019-09-09,0.026525280541993348,0.02445660729311848,0.07134086973575401,0.6696741854636592,1.1141246468634265
df0bd_00002,20,50,42,6,4,2019-09-20,0.0255197844934149,-0.00963187679036294,0.07089411132228927,0.6756948933419521,1.0537590559246146
df0bd_00002,20,50,42,6,5,2019-10-03,0.0407293520394732,-0.06963780862228458,0.09313503756234767,0.757877639415268,1.2134322770319288
df0bd_00002,20,50,42,6,6,2019-10-16,0.008415763646048733,-0.053485853976855326,0.014307327717686703,0.6516222760290556,1.0570048120181716
df0bd_00002,20,50,42,6,7,2019-10-29,0.009545170495249018,-0.04802701265705724,0.015078043473927728,0.666895919303072,1.048799846257014
df0bd_00002,20,50,42,6,8,2019-11-11,0.009179904093709201,-0.010464943152974257,0.01752730798485731,0.6244444444444445,0.9314345490790359
df0bd_00002,20,50,42,6,9,2019-11-22,0.004650885137478083,-0.011668256810492678,0.00795849045222933,0.6687909209951987,1.0193214721266097
df0bd_00002,20,50,42,6,10,2019-12-05,0.015161162516976436,-0.03757431717883267,0.030830840289009998,0.65414551607445,0.9961330266426741
df0bd_00002,20,50,42,6,11,2019-12-18,0.002578751335415441,-0.00026585872012347073,0.004875410181025938,0.683162638263007,1.066839071030573
df0bd_00002,20,50,42,6,12,2020-01-01,0.003771933872178697,-0.005650292916373032,0.006626446365835625,0.6706024096385542,0.9930573895617438
df0bd_00002,20,50,42,6,13,2020-01-14,0.00277781528764677,0.018896712367500613,0.005456654906878001,0.6226027397260274,0.9623764336512899
df0bd_00002,20,50,42,6,14,2020-01-27,0.002480552113192082,0.01135890083558313,0.005272552206345081,0.6645447219983884,1.0747654427428024
df0bd_00002,20,50,42,6,15,2020-02-07,0.0022084928974745207,-0.029419264713884622,0.005445953378284205,0.5908939014202171,0.9185526774594027
