trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,0,2019-08-01,0.13467707419102462,-0.0035824261085759283,0.21079266955266954,0.95488
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,1,2019-08-14,0.14873219150266978,0.01814962705170959,0.22033648629829994,0.9653008962868117
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,2,2019-08-27,0.14544151745410305,0.005729481042604236,0.21638141766660737,0.9643410852713179
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,3,2019-09-09,0.14004658723240057,0.001029603562372828,0.20830093498160723,0.9492898913951545
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,4,2019-09-20,0.15435703019066785,-0.03078280959040511,0.2321869520882089,0.9514544279250162
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,5,2019-10-03,0.16763569086790991,-0.09282749032376908,0.2467055536127795,0.9586356253383865
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,6,2019-10-16,0.1866356563661312,-0.08269085872359475,0.26231830591356053,0.9603874092009685
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,7,2019-10-29,0.18657629228109338,-0.07726384057053101,0.25100131021890204,0.9535534158642823
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,8,2019-11-11,0.19208496864453228,-0.0627511427097344,0.2667194125672704,0.9445333333333332
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,9,2019-11-22,0.1969877518920468,-0.07391781821259949,0.2677156672891263,0.954823221300742
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,10,2019-12-05,0.19439205803806617,-0.07251385548315528,0.2584902046498325,0.9521150592216583
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,11,2019-12-18,0.20773316483324858,-0.060880205254944315,0.28664685445135996,0.9468250716919294
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,12,2020-01-01,0.19880847729152396,-0.06442919212280357,0.26815231017813035,0.9506024096385542
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,13,2020-01-14,0.19850230824801582,-0.06654118139503368,0.27646686881473426,0.9523368251410153
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,14,2020-01-27,0.20587041350122845,-0.07049354557873663,0.28441027555238646,0.9497582594681709
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,15,2020-02-07,0.21721777115942004,-0.06979320776569918,0.28601992307420404,0.9505847953216373
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,16,2020-02-20,0.2181382844624134,-0.07111079958763115,0.30154055522515394,0.9470638662666095
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,17,2020-03-04,0.21439030699596778,-0.038554213911522306,0.3045518711014051,0.9578824626865671
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,18,2020-03-17,0.2116798366994201,0.04726451025143979,0.3130475899275643,0.9289269051321929
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,19,2020-03-30,0.2074626064954016,0.02520628426436135,0.29537424301826565,0.9498324022346369
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,20,2020-04-10,0.1997802386540335,0.01569587339665662,0.29314872374746326,0.9425595238095238
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,21,2020-04-23,0.20852428693631087,0.0032980262489178793,0.3044825903066898,0.9427619624470018
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,22,2020-05-06,0.20571771112110118,0.009457591534695223,0.30621990304191615,0.9338299193047797
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,23,2020-05-19,0.1955242153261951,-0.006508687128301985,0.2884881784881785,0.9425949367088607
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,24,2020-06-01,0.1869188715402644,0.0033808117912666686,0.2899829351048863,0.9260382333553066
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,25,2020-06-12,0.19596203212830896,0.020390218886864184,0.30305361135851794,0.9447066756574511
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,26,2020-06-25,0.18601601836350756,0.035664889953576716,0.3028726840818344,0.9462021343377275
464b0_00006,128,2,0.001,1e-05,0.6,50,1024,True,True,2.0,27,2020-07-08,0.19333650453361415,0.03753135449585747,0.29665479363793623,0.9427471876850207
