trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
df0bd_00005,30,50,42,6,0,2019-08-01,0.0021650031435653644,0.005464171878501274,0.002533333333333333,0.67552,1.0305129882628634
df0bd_00005,30,50,42,6,1,2019-08-14,0.027212164932967638,0.03283937421034939,0.07021121217664111,0.629449423815621,0.9796858476396774
df0bd_00005,30,50,42,6,2,2019-08-27,0.028446029313057133,0.03933144733766625,0.07831738490780718,0.6168604651162791,1.0083202473455053
df0bd_00005,30,50,42,6,3,2019-09-09,0.027592856407269294,0.035702088835906816,0.07549941424517571,0.7117794486215538,1.1684138552646501
df0bd_00005,30,50,42,6,4,2019-09-20,0.0033983607038083033,-0.0005660343880895604,0.004763593572888686,0.6670976082740788,1.015828292138437
df0bd_00005,30,50,42,6,5,2019-10-03,0.04968985059011474,-0.06433691635381887,0.09503865655961045,0.729507309149973,1.18484186840964
df0bd_00005,30,50,42,6,6,2019-10-16,0.008494447079407408,-0.055107009117011545,0.016777061373861035,0.6824213075060532,1.0965359267910317
df0bd_00005,30,50,42,6,7,2019-10-29,0.007969784000376498,-0.049169697341467165,0.014851036762560036,0.6690508940852818,1.0515644796354164
df0bd_00005,30,50,42,6,8,2019-11-11,0.01025181080403731,-0.014937287269942683,0.02037709018784625,0.6706666666666666,0.9944592580149935
df0bd_00005,30,50,42,6,9,2019-11-22,0.004284098788661329,-0.01575629136927117,0.007652176336003357,0.6545176778699258,0.9728187420436315
df0bd_00005,30,50,42,6,10,2019-12-05,0.011739487625583871,-0.018522016335231546,0.021247318424975483,0.7217851099830795,1.1393144871352625
df0bd_00005,30,50,42,6,11,2019-12-18,0.0031716052589283636,-0.0011673957640787754,0.005998242126266733,0.6673084801310939,1.018821388133635
df0bd_00005,30,50,42,6,12,2020-01-01,0.003708331340083763,-0.005556923151640238,0.006626446365835625,0.6714056224899598,0.9955024487341739
df0bd_00005,30,50,42,6,13,2020-01-14,0.0027694877029058756,0.018916906972078523,0.005288779537552189,0.622723609991942,0.9627206790022691
df0bd_00005,30,50,42,6,14,2020-01-27,0.002558205172965873,-0.021433146762598658,0.006051309229913311,0.5757050765511683,0.9320433148449109
