trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,0,2019-08-01,0.27153894433187103,-0.002612061983730525,0.45820727272727274,0.78688
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,1,2019-08-14,0.2550673985240705,0.0238477586546467,0.42294761237858325,0.7760563380281691
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,2,2019-08-27,0.289136212560424,0.00721305432220991,0.46176076108374153,0.7719961240310078
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,3,2019-09-09,0.2748040809123153,0.0016688226901568142,0.44094187450740596,0.7578111946532999
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,4,2019-09-20,0.2867034793572255,-0.03454612446977964,0.4542132845566023,0.7814479638009051
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,5,2019-10-03,0.30929375334669357,-0.10036237332784713,0.4701588594839906,0.774120194910666
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,6,2019-10-16,0.3373892036627149,-0.08788095281822303,0.49699173530189794,0.7818886198547215
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,7,2019-10-29,0.35099788475228777,-0.08390755688887812,0.4946008113098022,0.7750573131591014
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,8,2019-11-11,0.34040855305764406,-0.0705200353476339,0.4919382165138028,0.7755111111111112
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,9,2019-11-22,0.35156331933003704,-0.082508546307833,0.4942964584149976,0.8006983849847229
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,10,2019-12-05,0.35106351775418787,-0.07757700468283221,0.4912743954924862,0.7766074450084602
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,11,2019-12-18,0.36443014827087444,-0.06764109391588823,0.5115523790876456,0.778041786153216
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,12,2020-01-01,0.35962820714166627,-0.071159491055503,0.503221826501447,0.7749397590361446
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,13,2020-01-14,0.36495956262755946,-0.07298463624253021,0.5108758128698734,0.7768331990330378
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,14,2020-01-27,0.37399257773649053,-0.07581689487832959,0.5175371747556602,0.7797743755036262
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,15,2020-02-07,0.3799369046963662,-0.0757172906092574,0.5324963599487235,0.7918964076858813
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,16,2020-02-20,0.3827099863556586,-0.07886548645296264,0.5270158120130883,0.7776253750535791
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,17,2020-03-04,0.3849967740099911,-0.0448666468098807,0.537424118248098,0.7718283582089552
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,18,2020-03-17,0.3914400164082297,0.04472610374645689,0.5450234257182387,0.7758424053913945
4f17d_00005,128,3,0.01,1e-05,0.6,50,1024,19,2020-03-30,0.37561309839460727,0.019622666045973142,0.5573071425289274,0.7817318435754189
