trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,0,2019-08-01,0.2673148044320199,-0.0015662586944690392,0.44002759018759013,0.79776
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,1,2019-08-14,0.25089892612765996,0.024156768886689335,0.4081710743626086,0.7797695262483995
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,2,2019-08-27,0.27416822891397824,0.006631247862308661,0.43735369205457947,0.7777131782945736
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,3,2019-09-09,0.2750210494357032,0.001998496844261297,0.44229118923022803,0.7694235588972431
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,4,2019-09-20,0.2869936147032211,-0.03365544330349731,0.4535000215231692,0.7819650937297996
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,5,2019-10-03,0.3075213781169391,-0.10085500072043664,0.47292473597682116,0.7770438548998376
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,6,2019-10-16,0.3295553345037661,-0.08757698993272121,0.4970230805606666,0.7844067796610169
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,7,2019-10-29,0.33479782854408585,-0.07995070832507549,0.48517169821493944,0.7817514901421366
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,8,2019-11-11,0.3513816835899507,-0.07094095141421991,0.5009484271181669,0.7854666666666666
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,9,2019-11-22,0.3457756570922725,-0.07991510491818153,0.48895051436973813,0.7863378437363596
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,10,2019-12-05,0.3566814915853809,-0.0806320235888148,0.49862674371920535,0.7864213197969544
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,11,2019-12-18,0.37535863259074703,-0.06657833434973717,0.5213260521926145,0.7905776321179844
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,12,2020-01-01,0.36740589458182843,-0.07072103082719915,0.5069908187023918,0.78570281124498
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,13,2020-01-14,0.3596987242529087,-0.07254023058643191,0.49337284419148525,0.7779210314262691
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,14,2020-01-27,0.35941176977837097,-0.0761338704859146,0.5156897770514716,0.7780016116035455
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,15,2020-02-07,0.3778228372779462,-0.0744431881426472,0.5300771438387951,0.7853801169590644
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,16,2020-02-20,0.3778900876360457,-0.07772860105613402,0.5261175023034744,0.7826403771967424
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,17,2020-03-04,0.3727287469872602,-0.04333319333912194,0.5245378462063167,0.7723414179104479
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,18,2020-03-17,0.38475258089171094,0.04532360197718397,0.5458149915999152,0.7768273716951789
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,19,2020-03-30,0.36312714281890335,0.01837717559671953,0.5391603931597002,0.7713966480446927
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,20,2020-04-10,0.3559848459462578,0.011312068275848415,0.5326287994801651,0.7689880952380953
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,21,2020-04-23,0.3483320909573771,-8.903220398759182e-05,0.5314181158366501,0.7848576620230163
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,22,2020-05-06,0.35738470276677553,0.007995643364786243,0.5425330254522649,0.7783364369956549
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,23,2020-05-19,0.3644290531383619,-0.009109755938523204,0.5409408365895708,0.7604430379746835
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,24,2020-06-01,0.3366142487907031,-0.0011455872460441202,0.5227492916517307,0.7644034278180619
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,25,2020-06-12,0.3331507017725517,0.014698234003369072,0.5206919275639279,0.7716115981119352
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,26,2020-06-25,0.3515713615669805,0.03286970978213783,0.5264471083569344,0.7778405524168236
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,27,2020-07-08,0.3485034344440754,0.039846791084001354,0.5272177600603658,0.7746595618709295
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,28,2020-07-21,0.36500974908840605,0.04627761430963718,0.5393165465898858,0.781502561183836
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,29,2020-08-03,0.36679086182909243,0.04951717252197273,0.5418716227698278,0.7762299613045882
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,30,2020-08-14,0.3642177300834778,0.028418490246838325,0.5414919938720559,0.7841626538255752
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,31,2020-08-27,0.3651212995271522,0.031715834139178334,0.535276109217944,0.7716763005780347
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,32,2020-09-09,0.36201688559763295,0.036348364813557195,0.5317853303320454,0.7727777777777778
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,33,2020-09-22,0.36834958732236334,0.04616333737565617,0.5377059059409152,0.783142144638404
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,34,2020-10-05,0.3744359474546633,0.051401486622295635,0.5352864666443785,0.7765184122429459
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,35,2020-10-16,0.3791116538229176,0.05199690112470785,0.5519565494763636,0.7758246723904203
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,36,2020-10-29,0.3658998711130217,0.07528962278586579,0.5313665547836395,0.7862023653088043
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,37,2020-11-11,0.34760320946862583,0.04770993075606012,0.5117034764031072,0.7834258863733448
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,38,2020-11-24,0.35708364841025986,0.02373664233181021,0.519800149914877,0.7830315789473684
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,39,2020-12-07,0.3416948929843115,0.003537035932811784,0.49752146192438956,0.7898035938152946
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,40,2020-12-18,0.33319657074044784,0.0038965680828240722,0.49000209700543834,0.7877506538796861
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,41,2021-01-01,0.32159465250608155,0.008658457252962283,0.47849015540260104,0.7793362831858407
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,42,2021-01-14,0.31229762694978863,0.007607574512540554,0.4733349098955358,0.7805341783612495
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,43,2021-01-27,0.30601885238958615,0.01903810771231035,0.47742701621366185,0.7830523917995444
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,44,2021-02-09,0.31790621936801433,0.010974348165181499,0.4807654021870177,0.7764090909090908
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,45,2021-02-22,0.30426500019921254,0.014704419975455187,0.46445632132026893,0.7756298671552909
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,46,2021-03-05,0.2908982444571973,0.008138197107168807,0.45882554990256125,0.7774013921113689
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,47,2021-03-18,0.20698671467217242,0.011905708571881285,0.3204947080652493,0.7672095548317047
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,48,2021-03-31,0.2563386865358979,0.006979623091032388,0.4027821622526904,0.7773205741626794
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,49,2021-04-13,0.24361086044864258,-0.0018357982323053293,0.3925668282648966,0.7807192807192808
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,50,2021-04-26,0.22964900956345405,-0.003506736789664538,0.3736104445708529,0.7872699386503068
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,51,2021-05-07,0.2291393805391809,0.00814799328668427,0.38099082188863903,0.7772492244053775
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,52,2021-05-20,0.2033909487659818,0.006123266560454155,0.33615789660228806,0.7718485301444942
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,53,2021-06-02,0.2026167651299328,0.009025877556806288,0.34996079083044906,0.7835201793721973
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,54,2021-06-15,0.2089908342297612,-0.0015565169469442294,0.3628566866044018,0.7843115124153499
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,55,2021-06-28,0.20773363332495987,-0.0016345089758242905,0.35387940981777055,0.7805895439377085
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,56,2021-07-09,0.20937472426294126,-0.0005304300714053242,0.3588145613350947,0.7766534765404184
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,57,2021-07-22,0.20626761646231578,0.004016832309437099,0.3549334225265222,0.7893756845564075
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,58,2021-08-04,0.20291826191549112,0.0030026228396110083,0.35101218284818725,0.7869426751592357
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,59,2021-08-17,0.22429946749157004,-0.002414711947158978,0.37810845575732666,0.7825364871665829
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,60,2021-08-30,0.223636073578915,-0.00824514685512798,0.3824695943370403,0.7830592924763328
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,61,2021-09-10,0.2259118023583799,-0.0035659320591672093,0.368168325205849,0.77751269035533
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,62,2021-09-23,0.2395535219514798,-0.014448466652875105,0.3878366851917898,0.7758072289156627
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,63,2021-10-06,0.25094485695882207,-0.010504781862990675,0.4089424437201207,0.773345759552656
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,64,2021-10-19,0.24613855848861874,-0.010738786535599641,0.3968700974990437,0.7753589624826308
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,65,2021-11-01,0.25538537854269244,-0.005764152363531338,0.41017557711106095,0.7827956989247312
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,66,2021-11-12,0.16938341963768436,-0.006607303626364659,0.26711354479211624,0.7599420849420849
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,67,2021-11-25,0.2548110484755393,-0.015314004907315019,0.404371712291567,0.7833578071463534
4f17d_00004,64,3,0.01,1e-05,0.6,50,1024,68,2021-12-08,0.25708878937989693,-0.015515867293437149,0.41626364579580954,0.7692692692692693
