term,estimate,std_error,t_value,p_value,ci_lower,ci_upper
C(split_index)[T.24],0.034960763761070844,0.0026227724118351296,13.329697843134289,1.5552629184410872e-40,0.029820224294228738,0.04010130322791295
C(split_index)[T.25],0.004946864766012629,0.002919420831472056,1.694467859064456,0.09017641421498801,-0.0007750949193885796,0.010668824451413837
C(split_index)[T.26],-0.018711260539106933,0.0025825986252035558,-7.245129133309341,4.3202738221681034e-13,-0.02377306083102856,-0.013649460247185306
C(split_index)[T.27],-0.022194049500523387,0.0031411117641093494,-7.065666925358967,1.5984640575982054e-12,-0.028350515429592785,-0.01603758357145399
C(split_index)[T.28],-0.02289760011415869,0.0023490039769835424,-9.74779112275599,1.8852556647966124e-22,-0.027501563308587787,-0.018293636919729593
C(split_index)[T.29],0.0036911382456634276,0.0024117572850890874,1.5304766646644883,0.1258987852485468,-0.001035819172563283,0.008418095663890138
C(split_index)[T.30],0.005835058306756866,0.002380636947257895,2.45104920911099,0.014244047868903213,0.0011690956298660111,0.010501020983647722
C(split_index)[T.31],-0.014669969362253418,0.0023491753068702456,-6.244731638098944,4.2452835969535715e-10,-0.019274268357089928,-0.010065670367416908
C(split_index)[T.32],-0.024528932830276462,0.002747859966513033,-8.92655853253071,4.394670360157556e-19,-0.029914639399201446,-0.019143226261351478
C(split_index)[T.33],-0.010003762576067703,0.002426344528995311,-4.1229769542291725,3.7400713006381985e-05,-0.014759310466984314,-0.005248214685151092
C(split_index)[T.34],-0.01622082734501013,0.002312455791806074,-7.014545922342299,2.3069694830072904e-12,-0.020753157412791087,-0.01168849727722917
C(split_index)[T.35],-0.012265035369837139,0.0024487684234269103,-5.008654657786272,5.481182116572912e-07,-0.01706453328623281,-0.007465537453441465
C(split_index)[T.36],0.008964492400462704,0.00237594175458525,3.7730270042026204,0.00016127882394062335,0.00430773213211071,0.013621252668814698
C(split_index)[T.37],0.00948752319129452,0.0023936772683273736,3.963576592730942,7.383515947380977e-05,0.004796001954760648,0.01417904442782839
C(split_index)[T.38],0.00288597348016716,0.0024188288601785816,1.193128429910535,0.23281907879446773,-0.00185484397054893,0.00762679093088325
C(split_index)[T.39],-0.003743051898085791,0.0025241590133010384,-1.4828906888836262,0.13810345568180674,-0.008690312655407985,0.0012042088592364038
C(split_index)[T.40],-0.03478989374784676,0.0023856985497137926,-14.582686380062741,3.6198721387148606e-48,-0.039465776983255235,-0.030114010512438286
C(split_index)[T.41],-0.025094608951116298,0.0026043046252991467,-9.63581936895488,5.643990722851963e-22,-0.030198952221473705,-0.01999026568075889
C(split_index)[T.42],-0.03257838301650641,0.0026941564945977448,-12.092238547327064,1.1608013981567247e-33,-0.03785883271463267,-0.02729793331838015
