trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,0,2019-08-01,0.1174298508993965,-0.0030183930939675172,0.2109545743145743,0.9697600000000001,1.4809578357639797
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,1,2019-08-14,0.12818732153999632,0.014690285106747688,0.2074192392261233,0.9743918053777209,1.5178150565858364
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,2,2019-08-27,0.13622138649656995,0.005058889495946249,0.2167193414783684,0.952906976744186,1.4831105023583846
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,3,2019-09-09,0.12454642019605922,0.0018481463089453259,0.19847888152657428,0.9634085213032582,1.5160673679358605
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,4,2019-09-20,0.14250813513735297,-0.027514176549652478,0.22396758079277004,0.9591467356173238,1.4926285476047991
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,5,2019-10-03,0.1470478179594829,-0.08133272282037403,0.22169252693682884,0.9689225771521386,1.523467428165508
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,6,2019-10-16,0.165464076665729,-0.07272389592064989,0.23942651612294855,0.9642130750605327,1.5087204799866838
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,7,2019-10-29,0.17153536776065473,-0.06852319317921124,0.24421331234372337,0.9494727189362678,1.469322531658116
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,8,2019-11-11,0.17321401492297742,-0.05730607380756297,0.24304621794357303,0.9682222222222222,1.5162259826222337
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,9,2019-11-22,0.17401046693979302,-0.06647243038835382,0.2431992114315058,0.9582278481012659,1.488603907776287
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,10,2019-12-05,0.18417863828975714,-0.066412342883749,0.25004048092416825,0.9510152284263959,1.466962819783434
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,11,2019-12-18,0.16573032276824956,-0.05292244613709899,0.23621084819196342,0.9696845555100368,1.5218065105836336
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,12,2020-01-01,0.1856210386928567,-0.05955230950187992,0.24369658917441464,0.9344979919678715,1.424190743952943
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,13,2020-01-14,0.1735408049738357,-0.05815215761746647,0.23892676629265136,0.9542304593070106,1.4821661779202924
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,14,2020-01-27,0.17462033286394874,-0.06254986712393582,0.25143392464789116,0.9595487510072522,1.4991100148903274
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,15,2020-02-07,0.18134166375440736,-0.06258003269730116,0.2490299666998249,0.9550125313283209,1.4787966367444838
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,16,2020-02-20,0.1623983731317281,-0.06026029235480135,0.23563622192425643,0.9764252036005143,1.5436897552673854
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,17,2020-03-04,0.16617185463456227,-0.031433317743529046,0.2436918878752639,0.9742537313432836,1.542301553363962
7b1e6_00006,64,3,0.001,1e-05,0.6,50,1024,True,True,2.0,18,2020-03-17,0.15833476243389313,0.04228499675645829,0.24393525584862152,0.9636080870917574,1.5175432274330183
