trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
f6f2b_00005,100,15,42,6,0,2019-08-01,0.0017676130195143109,0.008579808800500686,0.0030666666666666663,0.68032
f6f2b_00005,100,15,42,6,1,2019-08-14,0.026721591925556655,0.03070374769747133,0.0700948112919944,0.6505761843790012
f6f2b_00005,100,15,42,6,2,2019-08-27,0.02917526923057733,0.04614913394490936,0.07925407741426713,0.6579457364341085
f6f2b_00005,100,15,42,6,3,2019-09-09,0.005955797374538841,0.03589574388038179,0.008387822133583597,0.6170426065162907
f6f2b_00005,100,15,42,6,4,2019-09-20,0.004164409173911689,-0.005096123730046295,0.0066920196445083326,0.6811247575953459
f6f2b_00005,100,15,42,6,5,2019-10-03,0.061838865010656496,-0.06268953572292482,0.13694834493747648,0.6778018408229562
f6f2b_00005,100,15,42,6,6,2019-10-16,0.010072260985279772,-0.0584994823703865,0.017790564486532483,0.6671670702179175
f6f2b_00005,100,15,42,6,7,2019-10-29,0.014967326005768519,-0.03537879419029164,0.03062452095827405,0.6414947271893626
f6f2b_00005,100,15,42,6,8,2019-11-11,0.00967985544216475,-0.014896769072346371,0.019024819229434938,0.684711111111111
f6f2b_00005,100,15,42,6,9,2019-11-22,0.011187828615557647,-0.016009507909707236,0.023532307295685805,0.6998690528153645
f6f2b_00005,100,15,42,6,10,2019-12-05,0.01024453521493713,-0.007857477934597913,0.020984224585873096,0.6659052453468697
f6f2b_00005,100,15,42,6,11,2019-12-18,0.003770392337664623,-0.019260998710896166,0.007076571843004106,0.6844735764031135
f6f2b_00005,100,15,42,6,12,2020-01-01,0.0021458494203803005,-0.0020183714185160804,0.004101852097126889,0.6702811244979919
f6f2b_00005,100,15,42,6,13,2020-01-14,0.0027898160745921377,0.019683923267448736,0.004981108067328857,0.6076551168412571
f6f2b_00005,100,15,42,6,14,2020-01-27,0.004228824213318773,-0.023161398883520555,0.009444364144071602,0.6627316680096696
f6f2b_00005,100,15,42,6,15,2020-02-07,0.0010525560616235045,-0.025176993988734738,0.0022783120527481433,0.6181286549707602
f6f2b_00005,100,15,42,6,16,2020-02-20,0.0024312609095131442,0.0013613694038138967,0.005658971689833241,0.6195456493784827
f6f2b_00005,100,15,42,6,17,2020-03-04,0.03864252345131062,-0.03463552521202434,0.06064794439961896,0.6190764925373134
f6f2b_00005,100,15,42,6,18,2020-03-17,0.02199182809306446,0.047337781154241386,0.03508310226588518,0.6204769310523587
f6f2b_00005,100,15,42,6,19,2020-03-30,0.022519859470072862,0.021289839202619617,0.04269759615635396,0.7427374301675977
f6f2b_00005,100,15,42,6,20,2020-04-10,0.013682767270840338,0.01658631239749092,0.026273933815950626,0.7763690476190476
f6f2b_00005,100,15,42,6,21,2020-04-23,0.0210199596990288,0.009093081345917136,0.05968675479577963,0.7560266505148395
f6f2b_00005,100,15,42,6,22,2020-05-06,0.005484385261846089,0.007384094648195803,0.008376193432059354,0.707635009310987
f6f2b_00005,100,15,42,6,23,2020-05-19,0.007561254169254191,-0.023202355277615803,0.008934119677790564,0.630506329113924
f6f2b_00005,100,15,42,6,24,2020-06-01,0.006941075491253711,-0.005083282191905464,0.009093239581044459,0.7524060646011866
