trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
f6f2b_00005,100,15,42,6,25,2020-06-12,0.04502966180133636,0.016590988413797213,0.08027327995298325,0.6865138233310857
f6f2b_00005,100,15,42,6,26,2020-06-25,0.07658661912555285,0.026001514336314677,0.15845686066412776,0.6461393596986817
f6f2b_00005,100,15,42,6,27,2020-07-08,0.02133037060049529,0.03227666453365025,0.0315151834312924,0.6382474837181764
f6f2b_00005,100,15,42,6,28,2020-07-21,0.015089066231904397,0.03367890347873323,0.017356410836096695,0.6549231644849175
f6f2b_00005,100,15,42,6,29,2020-08-03,0.0358967803084716,0.0369491274178287,0.06449290832684323,0.6709784411276948
f6f2b_00005,100,15,42,6,30,2020-08-14,0.044018821724709806,0.027244274141862514,0.08307897251047841,0.6639914392723382
f6f2b_00005,100,15,42,6,31,2020-08-27,0.06631530425608956,0.06481469704797439,0.0635990639534548,0.7119285338938518
f6f2b_00005,100,15,42,6,32,2020-09-09,0.004830084301600354,0.05097289111390533,0.007982245515493959,0.603989898989899
f6f2b_00005,100,15,42,6,33,2020-09-22,0.007678459899524242,0.03511562771143805,0.01166682715225252,0.6498254364089775
f6f2b_00005,100,15,42,6,34,2020-10-05,0.008507101144435788,0.01928637868035736,0.014341428181758922,0.690339550454328
f6f2b_00005,100,15,42,6,35,2020-10-16,0.009404793781999706,0.015971495547020712,0.01580726539075754,0.7232715770447357
f6f2b_00005,100,15,42,6,36,2020-10-29,0.00848378906587288,0.032116461140725514,0.015816480811184308,0.6827420061322821
f6f2b_00005,100,15,42,6,37,2020-11-11,0.008005683609583964,0.03962298132419487,0.016304023466502077,0.7014096539940197
f6f2b_00005,100,15,42,6,38,2020-11-24,0.03345465063451268,0.04194467997049718,0.09890714149661518,0.7215578947368422
f6f2b_00005,100,15,42,6,39,2020-12-07,0.07216513646873678,-0.015643710590797156,0.1660980516306518,0.6468867530296699
f6f2b_00005,100,15,42,6,40,2020-12-18,0.002295644959711373,0.052281810884160625,0.0053879747190942635,0.6596774193548387
f6f2b_00005,100,15,42,6,41,2021-01-01,0.009304879796304802,0.04919744619313534,0.02540318334566122,0.7031858407079646
f6f2b_00005,100,15,42,6,42,2021-01-14,0.010276963264783442,0.04881732726218367,0.02549710024871446,0.6565414214576731
f6f2b_00005,100,15,42,6,43,2021-01-27,0.0019112874114774526,0.026524863867354417,0.002981672612112607,0.5851025056947607
f6f2b_00005,100,15,42,6,44,2021-02-09,0.002429044530950773,0.02074723320893299,0.004032181600961505,0.6030909090909091
f6f2b_00005,100,15,42,6,45,2021-02-22,0.0019460950682958552,0.04047272662034977,0.0029721004297275483,0.5772331653687586
f6f2b_00005,100,15,42,6,46,2021-03-05,0.0024596951044752787,0.04898242440568242,0.0038098000220970056,0.577169373549884
f6f2b_00005,100,15,42,6,47,2021-03-18,0.0030004771540498004,0.06394475560261656,0.00539823182228154,0.6096634093376765
f6f2b_00005,100,15,42,6,48,2021-03-31,0.04662794351713499,0.041729556712155585,0.10100438750888704,0.6045454545454545
f6f2b_00005,100,15,42,6,49,2021-04-13,0.03963529369948803,0.03409591191355797,0.10434671421573839,0.6245254745254745
f6f2b_00005,100,15,42,6,50,2021-04-26,0.04517959099243549,0.04247752605086405,0.08918780668115063,0.6436094069529652
f6f2b_00005,100,15,42,6,51,2021-05-07,0.04219232527521683,0.04611941574383338,0.08506440336695535,0.6598241985522234
f6f2b_00005,100,15,42,6,52,2021-05-20,0.031215828410591666,0.05166902654590618,0.05817586331798469,0.6583457897359243
f6f2b_00005,100,15,42,6,53,2021-06-02,0.03316517850065299,0.026691502898807593,0.034468572575684815,0.620964125560538
f6f2b_00005,100,15,42,6,54,2021-06-15,0.04564657371191364,-0.00835756001657347,0.07085001636264313,0.7211060948081264
f6f2b_00005,100,15,42,6,55,2021-06-28,0.03606486461941396,-0.03393183488686056,0.054183457634899575,0.6468854282536152
f6f2b_00005,100,15,42,6,56,2021-07-09,0.02713050880048127,-0.03586017572862307,0.033249682681897624,0.7174109666478237
f6f2b_00005,100,15,42,6,57,2021-07-22,0.030598712113406052,-9.399725862193446e-05,0.04256984977822875,0.7318729463307777
f6f2b_00005,100,15,42,6,58,2021-08-04,0.042748972120838905,-0.006216221947763802,0.059845093471428995,0.7243630573248407
f6f2b_00005,100,15,42,6,59,2021-08-17,0.029029698409752797,-0.029200194388792566,0.04105761924182464,0.6524408656265728
f6f2b_00005,100,15,42,6,60,2021-08-30,0.034485091188742364,-0.024522299420366357,0.05077708803757317,0.6123567513702043
f6f2b_00005,100,15,42,6,61,2021-09-10,0.03702328335675225,-0.018512726869348798,0.045220145522721085,0.620761421319797
f6f2b_00005,100,15,42,6,62,2021-09-23,0.021280218601238163,-0.045080180009635144,0.04594925908305743,0.6189879518072289
f6f2b_00005,100,15,42,6,63,2021-10-06,0.017414333137071025,-0.07841267868367943,0.03621702261675039,0.5552190121155638
f6f2b_00005,100,15,42,6,64,2021-10-19,0.01402815797579916,-0.06513435669804771,0.03517530320509282,0.5533117183881426
f6f2b_00005,100,15,42,6,65,2021-11-01,0.004474374252816097,-0.0035367370499873696,0.011767634733974144,0.6429640018700328
f6f2b_00005,100,15,42,6,66,2021-11-12,0.003847894903835741,0.011207295041187617,0.009332929868644155,0.6315958815958816
f6f2b_00005,100,15,42,6,67,2021-11-25,0.010209306073521753,0.008723499660696469,0.022609909848104452,0.6388644150758689
f6f2b_00005,100,15,42,6,68,2021-12-08,0.006280089578703974,-0.013402657988819098,0.014470306575569733,0.59014014014014
