trial_id,ndcg_at_k_mean,ndcg_at_k_std,roi_at_k_mean,roi_at_k_std,recall_at_k_mean,recall_at_k_std,profile_coherence_at_k_mean,profile_coherence_at_k_std,profile_coherence_lift_at_k_mean,profile_coherence_lift_at_k_std,split_count,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,coherent_share,mean_monthly_return_overall,mean_monthly_return_coherent,mean_monthly_return_discordant
7b1e6_00004,0.3152224963264161,0.06331941724724986,-0.004449634596472266,0.04106134195563378,0.4800231680252273,0.07216670016052924,0.7884522375953138,0.009424707685653386,1.155534849831137,0.019119886389786993,69,True,True,0.1,0.7882267621956108,-0.006719694191184057,-0.007513237186935609,-0.0037661017888144846
7b1e6_00003,0.2959858985419413,0.060879864411231006,-0.0041427037816365855,0.03979145578139845,0.4474334223234066,0.06995276377720944,0.8614234368018394,0.013085380423883351,1.2911708785510063,0.03007511214662951,69,True,True,0.5,0.8614806014533422,-0.006378425272600944,-0.006525257452082237,-0.005465245778469333
7b1e6_00005,0.20512596704062083,0.02411318715839096,-0.0018787529303571956,0.034941421515886605,0.32754840741631447,0.03395249216345553,0.9374220052942632,0.015350178924821826,1.4373612823904718,0.03652333580875127,69,True,True,1.0,0.9373918557444917,-0.0036775771673116255,-0.004048279096305703,0.0018727066380935667
7b1e6_00006,0.14554685350366903,0.02521601265787334,-0.000758859474900144,0.034702924218193425,0.22018213725028993,0.03029465360624841,0.9691231616227753,0.01171887953629175,1.5172467420454632,0.036284002892106974,69,True,True,2.0,0.9690228205333781,-0.002378760657198555,-0.002484950666564988,0.0009430570215092438
