trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
f6f2b_00001,20,15,42,6,0,2019-08-01,0.0025349141981410796,0.007220313767656875,0.003081904761904762,0.67696
f6f2b_00001,20,15,42,6,1,2019-08-14,0.02844131699503523,0.04533540766477574,0.07079903664410707,0.639180537772087
f6f2b_00001,20,15,42,6,2,2019-08-27,0.006894051559507335,0.04438869750887128,0.012433602454257288,0.6015503875968992
f6f2b_00001,20,15,42,6,3,2019-09-09,0.005984940180948136,0.039298630750738306,0.009103898037629425,0.6155388471177945
f6f2b_00001,20,15,42,6,4,2019-09-20,0.003070761742194629,-0.014778645702029487,0.00399055444304313,0.6070458952811894
f6f2b_00001,20,15,42,6,5,2019-10-03,0.0766774036052374,-0.07837330346471746,0.17552353415312658,0.7691932864103953
f6f2b_00001,20,15,42,6,6,2019-10-16,0.014042192066552245,-0.05176702073944755,0.029252350849097875,0.6256658595641647
f6f2b_00001,20,15,42,6,7,2019-10-29,0.013776840178426678,-0.0336496233552117,0.022056053746298387,0.6534158642824393
f6f2b_00001,20,15,42,6,8,2019-11-11,0.008978321238964698,-0.016366199039278335,0.015866285057167716,0.6704888888888888
f6f2b_00001,20,15,42,6,9,2019-11-22,0.01128474086934898,-0.023353172769321678,0.024621643902247508,0.6848101265822785
f6f2b_00001,20,15,42,6,10,2019-12-05,0.013238115685528533,-0.03322690266458855,0.026528957451074756,0.6508460236886633
f6f2b_00001,20,15,42,6,11,2019-12-18,0.0033715427326775588,-0.015278340582986659,0.007114521444227081,0.6839000409668169
f6f2b_00001,20,15,42,6,12,2020-01-01,0.0025256451873828015,-0.0022361863846403437,0.00455031620984479,0.7015662650602409
f6f2b_00001,20,15,42,6,13,2020-01-14,0.001811410917001945,0.0211200355646635,0.003096427254364402,0.6221192586623691
f6f2b_00001,20,15,42,6,14,2020-01-27,0.0022629926683294267,0.009586183673351024,0.004571698127977997,0.6326752618855761
f6f2b_00001,20,15,42,6,15,2020-02-07,0.0019643289950284355,-0.031085067891768754,0.004579203169428734,0.6077694235588973
f6f2b_00001,20,15,42,6,16,2020-02-20,0.002722110970277815,-0.004646673901055603,0.0062804890494560445,0.6195456493784827
f6f2b_00001,20,15,42,6,17,2020-03-04,0.036049728671575645,-0.02660663313128019,0.05291299795238803,0.5864738805970149
f6f2b_00001,20,15,42,6,18,2020-03-17,0.030898496983011524,0.050023672624655735,0.05950130689404315,0.6493001555209953
f6f2b_00001,20,15,42,6,19,2020-03-30,0.019667279732174872,0.035565571361068894,0.03770557700232364,0.7572067039106146
f6f2b_00001,20,15,42,6,20,2020-04-10,0.015428115730254148,0.01860771709223694,0.03833274471404723,0.8009523809523809
f6f2b_00001,20,15,42,6,21,2020-04-23,0.0035807184520517464,0.013412085119353101,0.006663334646375228,0.7359781950333131
f6f2b_00001,20,15,42,6,22,2020-05-06,0.05312142445036149,0.009567196447793257,0.13701843421043655,0.7347610180012415
f6f2b_00001,20,15,42,6,23,2020-05-19,0.007139383873610724,-0.017126497118484834,0.008775891829689297,0.6564556962025316
f6f2b_00001,20,15,42,6,24,2020-06-01,0.012810342910649355,-0.012793933733120415,0.03129926727487703,0.7419907712590639
f6f2b_00001,20,15,42,6,25,2020-06-12,0.06039260711897968,0.021937327948357854,0.08831069095735314,0.7047875927174646
f6f2b_00001,20,15,42,6,26,2020-06-25,0.11647103673424322,0.014733397724786716,0.23218984692342398,0.638480853735091
f6f2b_00001,20,15,42,6,27,2020-07-08,0.01440427688521107,0.024162280107040888,0.015604765215128758,0.6307282415630551
f6f2b_00001,20,15,42,6,28,2020-07-21,0.018017748755527287,0.07045671634365115,0.02302609792297217,0.6607285145133751
f6f2b_00001,20,15,42,6,29,2020-08-03,0.032400890474979106,0.0230609310575111,0.06769158322705944,0.6898839137645107
f6f2b_00001,20,15,42,6,30,2020-08-14,0.044087487729091684,0.027846418532662242,0.08124217805967207,0.6683253076511503
f6f2b_00001,20,15,42,6,31,2020-08-27,0.05543013229933234,0.045670801117509666,0.0842437863419724,0.7041513399894903
f6f2b_00001,20,15,42,6,32,2020-09-09,0.008964483811942156,0.07224417626889278,0.011277233401146556,0.6456060606060606
f6f2b_00001,20,15,42,6,33,2020-09-22,0.010618159226921716,0.03615975573170397,0.01779022716592685,0.6934164588528678
f6f2b_00001,20,15,42,6,34,2020-10-05,0.00821524927885491,0.019292302031965938,0.014341428181758922,0.690339550454328
f6f2b_00001,20,15,42,6,35,2020-10-16,0.008912450582321792,0.032144940809600564,0.015227139519295847,0.6912336195210123
f6f2b_00001,20,15,42,6,36,2020-10-29,0.0087268317817047,0.03143646410745225,0.017978574627061844,0.7148488830486203
f6f2b_00001,20,15,42,6,37,2020-11-11,0.008167583625500597,0.04503113602552652,0.016480040952281932,0.7398547629218283
f6f2b_00001,20,15,42,6,38,2020-11-24,0.003567722905730757,0.03994034467333097,0.008254700223121275,0.7035789473684211
f6f2b_00001,20,15,42,6,39,2020-12-07,0.06591529661136426,-0.012547762457842618,0.1648931484407925,0.6949435854575846
f6f2b_00001,20,15,42,6,40,2020-12-18,0.0032090325677270274,0.05253242353383,0.007546988571656503,0.6835222319093287
f6f2b_00001,20,15,42,6,41,2021-01-01,0.002761520724164805,0.07230889192239984,0.006450203738074639,0.653141592920354
f6f2b_00001,20,15,42,6,42,2021-01-14,0.010866503414056705,0.03658370455489732,0.02353504977995698,0.5938886373924852
f6f2b_00001,20,15,42,6,43,2021-01-27,0.0016901948445598239,0.03003485863152239,0.0029165896313120866,0.626879271070615
f6f2b_00001,20,15,42,6,44,2021-02-09,0.015547354758813615,0.013600956647089565,0.03531585107359101,0.6247272727272727
f6f2b_00001,20,15,42,6,45,2021-02-22,0.003519401260561079,0.03932528518615423,0.006610926289390895,0.5916628492899679
f6f2b_00001,20,15,42,6,46,2021-03-05,0.0028622547848465843,0.04281812419632271,0.004914681626429093,0.5594431554524362
f6f2b_00001,20,15,42,6,47,2021-03-18,0.00552189997476749,0.05620360868696905,0.01196966187625161,0.6110387260224394
f6f2b_00001,20,15,42,6,48,2021-03-31,0.03999929810270026,0.03680029520959339,0.10952391579621719,0.6211004784688995
f6f2b_00001,20,15,42,6,49,2021-04-13,0.014231373801097149,0.05403824943571499,0.02858734481141099,0.7003996003996005
f6f2b_00001,20,15,42,6,50,2021-04-26,0.04910575357703981,0.04606081619875241,0.09846344259345104,0.6771472392638037
f6f2b_00001,20,15,42,6,51,2021-05-07,0.03825550078690091,0.03937409152032267,0.07524567784471989,0.63717683557394
f6f2b_00001,20,15,42,6,52,2021-05-20,0.025138765602840486,0.07565172712192324,0.05069613898718478,0.6582959641255606
f6f2b_00001,20,15,42,6,53,2021-06-02,0.02836647296270485,0.01044227394632654,0.059018797294070974,0.6332399103139014
f6f2b_00001,20,15,42,6,54,2021-06-15,0.05146779507026993,0.0022714192546880174,0.08747035385979049,0.7209367945823928
f6f2b_00001,20,15,42,6,55,2021-06-28,0.042324151351040236,-0.031940222265773206,0.07298784407898372,0.7443270300333704
f6f2b_00001,20,15,42,6,56,2021-07-09,0.027136327023339617,-0.03326256936131573,0.032747201681960436,0.693273035613341
f6f2b_00001,20,15,42,6,57,2021-07-22,0.02779796959496502,-0.016519893233315115,0.036098203650229935,0.6999452354874043
f6f2b_00001,20,15,42,6,58,2021-08-04,0.039176738270477754,-0.0023493060112820627,0.05875800380949857,0.6736199575371551
f6f2b_00001,20,15,42,6,59,2021-08-17,0.019680976528601072,-0.0316706084936348,0.020333659658017988,0.6465525918470055
f6f2b_00001,20,15,42,6,60,2021-08-30,0.03445596081099763,-0.024572296686689202,0.05085246457396519,0.6773791728948679
f6f2b_00001,20,15,42,6,61,2021-09-10,0.03806727689657439,-0.02103341560895215,0.047122444459161174,0.6405583756345178
f6f2b_00001,20,15,42,6,62,2021-09-23,0.02420046827684677,-0.056433632991339376,0.050243696485294455,0.6181204819277109
f6f2b_00001,20,15,42,6,63,2021-10-06,0.015815594780737036,-0.07983166809432678,0.03590248394014275,0.5826654240447344
f6f2b_00001,20,15,42,6,64,2021-10-19,0.01222451938467939,-0.06552815153244941,0.03439892966355022,0.5575266327003242
f6f2b_00001,20,15,42,6,65,2021-11-01,0.0034015405717303607,0.0020397900840790884,0.008379342074994248,0.586161757830762
f6f2b_00001,20,15,42,6,66,2021-11-12,0.003726510088412182,0.005706582452605571,0.009124302874302874,0.6375482625482626
f6f2b_00001,20,15,42,6,67,2021-11-25,0.010625746615035729,0.010005680649711982,0.022590456304421837,0.6489965736661771
f6f2b_00001,20,15,42,6,68,2021-12-08,0.00920577663698531,-0.014158507613261788,0.021192034569227552,0.6442942942942943
