trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,0,2019-08-01,0.2929699699326457,-0.0016701672074337002,0.4783393939393939,0.81264
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,1,2019-08-14,0.28509238622542243,0.027087926712465186,0.4585663896746973,0.7979513444302178
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,2,2019-08-27,0.3008239495830026,0.008540462131390668,0.4814922435332472,0.7983527131782946
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,3,2019-09-09,0.2938785856316488,0.0018863559018038147,0.4629407214159536,0.7864661654135339
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,4,2019-09-20,0.318316135836784,-0.03633430528412627,0.49598261829285656,0.7998707175177764
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,5,2019-10-03,0.351725629294754,-0.10554230495752755,0.5303857015851555,0.800487276664862
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,6,2019-10-16,0.3638478079804091,-0.09286128454590914,0.5367181352485842,0.8079903147699757
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,7,2019-10-29,0.3847077710884616,-0.09016240913883258,0.5552435322037316,0.7898670334708849
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,8,2019-11-11,0.3854604372715094,-0.07664579270114127,0.5474288659777721,0.8041333333333334
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,9,2019-11-22,0.3963944796564456,-0.09049658353594689,0.5516250847610381,0.8103448275862069
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,10,2019-12-05,0.4046047094283018,-0.08953527553526193,0.5641821887781143,0.8073604060913706
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,11,2019-12-18,0.4102384631338072,-0.0765110202116802,0.5605367303421298,0.809217533797624
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,12,2020-01-01,0.4126504461749269,-0.07678269168704638,0.5592798756854122,0.7936546184738956
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,13,2020-01-14,0.4061963567276536,-0.07902308817873997,0.5557547862957579,0.797945205479452
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,14,2020-01-27,0.4048644948515338,-0.08046748450785388,0.5500294319032273,0.7927074939564867
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,15,2020-02-07,0.4142008021334588,-0.07945019024964023,0.5717907283608874,0.8032163742690059
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,16,2020-02-20,0.42630171817558005,-0.08540276909324022,0.5819670267610143,0.7984140591513074
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,17,2020-03-04,0.42566702752967606,-0.04664505010035537,0.5794132025830089,0.7961287313432837
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,18,2020-03-17,0.4315855415556962,0.04828902105415715,0.5837003391916026,0.7887506480041472
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,19,2020-03-30,0.42731314369832407,0.021894689500091397,0.5852734443977711,0.7865921787709497
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,20,2020-04-10,0.39947568733568856,0.010871656309839809,0.5688618994606389,0.7886309523809525
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,21,2020-04-23,0.3910713180630716,0.00202490853156562,0.5641109849165573,0.7932162325863112
4f17d_00006,64,3,0.001,1e-05,0.6,50,1024,22,2020-05-06,0.3944855759610035,0.008946788456753011,0.5727567617893993,0.7869646182495345
