trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,profile_embedding_enabled,profile_coherence_enabled,profile_coherence_lambda,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,0,2019-08-01,0.26264229437647496,-0.0018912335288239835,0.41804034632034637,0.8832
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,1,2019-08-14,0.24272580232087593,0.02397133866936364,0.39133368639846006,0.8706786171574904
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,2,2019-08-27,0.2716988283703307,0.006579915425356027,0.41342030685665937,0.8712209302325582
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,3,2019-09-09,0.26756293615200205,0.0018486554473221045,0.41565145087738337,0.860233918128655
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,4,2019-09-20,0.2848585134533311,-0.03482064753640689,0.4369731489754858,0.8711700064641241
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,5,2019-10-03,0.3168444899793382,-0.10566691111885644,0.45874060115758103,0.8760151597184623
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,6,2019-10-16,0.3307693104698846,-0.09206814132215557,0.4679044879322308,0.8735108958837772
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,7,2019-10-29,0.34337500994010384,-0.08490182961580235,0.48257400457562344,0.8673544245758826
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,8,2019-11-11,0.3531819471175215,-0.0720540750946975,0.48777975650223704,0.8740888888888889
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,9,2019-11-22,0.3615824321168864,-0.08382306864683337,0.4948093588043139,0.8721955477957224
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,10,2019-12-05,0.3661160145802321,-0.0806567085442709,0.5005604657332278,0.8640439932318105
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,11,2019-12-18,0.3873981352757065,-0.07044387959208862,0.5188134890197388,0.8678000819336338
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,12,2020-01-01,0.3818742965957124,-0.07447780436509227,0.5074311062310941,0.8716867469879518
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,13,2020-01-14,0.3841007890239577,-0.07601211354160033,0.5202070601215268,0.8717969379532635
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,14,2020-01-27,0.3749247526417524,-0.07786490395071666,0.507610502924025,0.8732473811442385
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,15,2020-02-07,0.3911791155247293,-0.0746333535040388,0.5375056893977066,0.8784878863826232
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,16,2020-02-20,0.38355168230222214,-0.07753013030686472,0.5132361505946885,0.8778396913844835
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,17,2020-03-04,0.39811689844305687,-0.0426856750742394,0.5394343208809874,0.8709888059701493
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,18,2020-03-17,0.399243502023579,0.04749132175886107,0.5486423922797539,0.8763089683773977
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,19,2020-03-30,0.3985360542250078,0.026411570999959687,0.5548662236341372,0.8835195530726258
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,20,2020-04-10,0.3714211882281161,0.01809652270459841,0.5150654743249281,0.8939880952380953
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,21,2020-04-23,0.3555136601302143,0.00901586933346138,0.5122745583375504,0.8906117504542702
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,22,2020-05-06,0.36289923235790067,0.014423499089289072,0.5063035240140014,0.8867163252638113
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,23,2020-05-19,0.3684470449170727,-0.007355288591929662,0.5223478631073568,0.8831012658227848
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,24,2020-06-01,0.35192694268362,0.004960127400722382,0.5121930914613841,0.8852340145023072
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,25,2020-06-12,0.33035010764429407,0.024799816971419895,0.48988767590965043,0.9015509103169251
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,26,2020-06-25,0.3539873089096557,0.035398140025440436,0.5271315765582963,0.892090395480226
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,27,2020-07-08,0.3401269076282802,0.045828837428300136,0.48983170706604706,0.8989934872705744
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,28,2020-07-21,0.35649363291240643,0.04767762537550345,0.5100862883259172,0.8914627205463859
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,29,2020-08-03,0.3658334985569523,0.05212794831671318,0.5175864413950942,0.8994472084024322
464b0_00001,128,2,0.001,1e-05,0.6,50,1024,False,True,0.5,30,2020-08-14,0.36045818233846194,0.032832425018750826,0.5073124837802145,0.8942215088282504
