trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
f6f2b_00000,20,,42,6,0,2019-08-01,0.002689078595416813,0.0036180098368201376,0.0033866666666666667,0.66032
f6f2b_00000,20,,42,6,1,2019-08-14,0.027959070341653562,0.043852322660823256,0.07245192920609053,0.6600512163892446
f6f2b_00000,20,,42,6,2,2019-08-27,0.006745349197884729,0.03910589676053643,0.012142904779838684,0.5730620155038759
f6f2b_00000,20,,42,6,3,2019-09-09,0.026525280541993348,0.024208904515275183,0.07134086973575401,0.6696741854636592
f6f2b_00000,20,,42,6,4,2019-09-20,0.0255197844934149,-0.00963187679036294,0.07089411132228927,0.6756948933419521
f6f2b_00000,20,,42,6,5,2019-10-03,0.04053743077603622,-0.07266802517535478,0.09259361904583441,0.7473199783432594
f6f2b_00000,20,,42,6,6,2019-10-16,0.008415763646048733,-0.053485853976855326,0.014307327717686703,0.6516222760290556
f6f2b_00000,20,,42,6,7,2019-10-29,0.010462838468808881,-0.04936597082835158,0.017473386171883907,0.6685465382851903
f6f2b_00000,20,,42,6,8,2019-11-11,0.009179904093709201,-0.010464943152974257,0.01752730798485731,0.6244444444444445
f6f2b_00000,20,,42,6,9,2019-11-22,0.004650885137478083,-0.011668256810492678,0.00795849045222933,0.6687909209951987
f6f2b_00000,20,,42,6,10,2019-12-05,0.013203585516133232,-0.03177433451660554,0.026528957451074756,0.6555837563451776
f6f2b_00000,20,,42,6,11,2019-12-18,0.0025999723292130395,-0.000265679304483256,0.004772993138830117,0.683162638263007
f6f2b_00000,20,,42,6,12,2020-01-01,0.003771933872178697,-0.005650292916373032,0.006626446365835625,0.6706024096385542
f6f2b_00000,20,,42,6,13,2020-01-14,0.00277781528764677,0.018896712367500613,0.005456654906878001,0.6226027397260274
f6f2b_00000,20,,42,6,14,2020-01-27,0.002419724391785197,0.01135890083558313,0.005272552206345081,0.6645447219983884
f6f2b_00000,20,,42,6,15,2020-02-07,0.0022084928974745207,-0.029419264713884622,0.005445953378284205,0.5908939014202171
f6f2b_00000,20,,42,6,16,2020-02-20,0.0016944778340277284,-0.018702627941581246,0.003767534318327289,0.6614659237033862
f6f2b_00000,20,,42,6,17,2020-03-04,0.0278130055116008,-0.02792704842031812,0.04671316571437386,0.6305970149253731
f6f2b_00000,20,,42,6,18,2020-03-17,0.03062270126189847,0.04647693405968464,0.06344263081981498,0.632348367029549
f6f2b_00000,20,,42,6,19,2020-03-30,0.019738364411726772,0.02431177385783894,0.037802919138771915,0.6907262569832403
f6f2b_00000,20,,42,6,20,2020-04-10,0.028817281597840808,0.022035684037185074,0.05268529031659284,0.6882142857142858
f6f2b_00000,20,,42,6,21,2020-04-23,0.0027922501175101488,0.008268415802125924,0.004805874521198567,0.7531798909751666
f6f2b_00000,20,,42,6,22,2020-05-06,0.015618984317650216,0.021204649438539166,0.03405526641094611,0.6536312849162011
f6f2b_00000,20,,42,6,23,2020-05-19,0.0055999092818304055,-0.001318874343751216,0.006719409282700422,0.6799367088607595
f6f2b_00000,20,,42,6,24,2020-06-01,0.0019014438729908713,-0.005441141873151189,0.0036054347029956784,0.6810810810810811
f6f2b_00000,20,,42,6,25,2020-06-12,0.05393322727898629,0.013031066505435264,0.10504398575875312,0.6900876601483479
f6f2b_00000,20,,42,6,26,2020-06-25,0.09234138475047415,0.022072065783237255,0.1851664923172622,0.6726302573760201
f6f2b_00000,20,,42,6,27,2020-07-08,0.014253263497668063,0.017345448578488954,0.014914021185130731,0.6062759029011249
f6f2b_00000,20,,42,6,28,2020-07-21,0.01566313666023796,0.036972080966339534,0.018939730261581293,0.6651678998292544
f6f2b_00000,20,,42,6,29,2020-08-03,0.032150582245952644,0.01654304700878606,0.06420700404010975,0.6717523493642897
f6f2b_00000,20,,42,6,30,2020-08-14,0.040259772012142134,0.026796677296231364,0.07355298590253542,0.7157838416265382
f6f2b_00000,20,,42,6,31,2020-08-27,0.07492720922250948,0.03928515202581874,0.07736788332251487,0.6981607987388334
f6f2b_00000,20,,42,6,32,2020-09-09,0.006848078130480582,0.06935717395917956,0.006378968764367746,0.6564141414141413
f6f2b_00000,20,,42,6,33,2020-09-22,0.010622374350074354,0.017964333802835755,0.017222202782441118,0.6684289276807979
f6f2b_00000,20,,42,6,34,2020-10-05,0.009197952466955662,0.027467968807526257,0.015417468353925351,0.7151602104256337
f6f2b_00000,20,,42,6,35,2020-10-16,0.00867047546457519,0.02051826738870164,0.01496605602278533,0.723587889742431
f6f2b_00000,20,,42,6,36,2020-10-29,0.004546380440375647,0.03053450336497085,0.008631629647555353,0.7254927726675426
f6f2b_00000,20,,42,6,37,2020-11-11,0.008398979186204244,0.03631771068908142,0.015381813942199429,0.7282357966680906
f6f2b_00000,20,,42,6,38,2020-11-24,0.002080114133670923,0.040010976574560875,0.004116172084593138,0.7248
f6f2b_00000,20,,42,6,39,2020-12-07,0.06255302415051661,-0.007389293023372213,0.1657827394973339,0.6814458838278312
f6f2b_00000,20,,42,6,40,2020-12-18,0.0015201541881935154,0.06112645792973874,0.003116307551791423,0.6018308631211856
f6f2b_00000,20,,42,6,41,2021-01-01,0.0028280433969150947,0.07090085235891903,0.006671442676127736,0.6270796460176992
f6f2b_00000,20,,42,6,42,2021-01-14,0.013142844729296313,0.0415804857090133,0.03306735829936373,0.6130828429153463
f6f2b_00000,20,,42,6,43,2021-01-27,0.0012704965000354578,0.042894358955735436,0.0021410174434392153,0.5689749430523917
f6f2b_00000,20,,42,6,44,2021-02-09,0.014067188274701405,0.02307604041057442,0.03444163902832634,0.6471818181818182
f6f2b_00000,20,,42,6,45,2021-02-22,0.004188595289223839,0.03665653892338301,0.007095187790601549,0.5926706367384333
f6f2b_00000,20,,42,6,46,2021-03-05,0.0029280872832275237,0.04281514002366547,0.004914681626429093,0.5594431554524362
f6f2b_00000,20,,42,6,47,2021-03-18,0.004756613103773128,0.06845268205262556,0.009328982207115016,0.5817227651103872
f6f2b_00000,20,,42,6,48,2021-03-31,0.035157642368988,0.035725236333732986,0.1012310254513506,0.6211483253588517
f6f2b_00000,20,,42,6,49,2021-04-13,0.01673552335546718,0.007593310992929402,0.03614665129164948,0.6351148851148851
f6f2b_00000,20,,42,6,50,2021-04-26,0.046574620432655714,0.04300441175040882,0.0892389314255269,0.6457055214723927
f6f2b_00000,20,,42,6,51,2021-05-07,0.04150438293088672,0.038527808960475404,0.0828450465805827,0.6159255429162358
f6f2b_00000,20,,42,6,52,2021-05-20,0.03881312794136853,0.0641539632014423,0.04121620360819023,0.6426008968609865
f6f2b_00000,20,,42,6,53,2021-06-02,0.024123042371739647,0.03702196697993331,0.05095572278968878,0.6849775784753364
f6f2b_00000,20,,42,6,54,2021-06-15,0.05062911122001173,-0.0006672952997909299,0.06824550186829065,0.7259593679458239
f6f2b_00000,20,,42,6,55,2021-06-28,0.030228449167860702,-0.001992728094410128,0.041737221205204816,0.7058398220244717
f6f2b_00000,20,,42,6,56,2021-07-09,0.026958279641640454,-0.025594173153819913,0.03196135038734713,0.6714527981910684
f6f2b_00000,20,,42,6,57,2021-07-22,0.02862154170496481,-0.002700852748103377,0.03613382429099844,0.7285870755750274
f6f2b_00000,20,,42,6,58,2021-08-04,0.02697111291711805,-0.00939554923064101,0.03846869693194432,0.6929405520169851
f6f2b_00000,20,,42,6,59,2021-08-17,0.01950844479317256,-0.009706593245736223,0.019604273873150606,0.7220936084549572
