trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,0,2019-08-01,0.28977153300702047,-0.0027977199988782394,0.4599139393939394,0.80656
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,1,2019-08-14,0.28021735305323137,0.026398263718021776,0.4504906625848857,0.79449423815621
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,2,2019-08-27,0.29227906868153997,0.006593384369967998,0.46099346743854086,0.7867248062015504
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,3,2019-09-09,0.2957044397538105,0.0003519782798386968,0.4616097850009836,0.7918128654970761
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,4,2019-09-20,0.32024248306702097,-0.03828856630313313,0.5010845191449058,0.7975436328377504
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,5,2019-10-03,0.35536390191683603,-0.10935098013082237,0.5333545066806742,0.7969139144558745
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,6,2019-10-16,0.36540260875271746,-0.09312524762758424,0.5347629484847335,0.8046004842615012
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,7,2019-10-29,0.3807943852442817,-0.09076658910412241,0.5406638050417769,0.7957359009628611
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,8,2019-11-11,0.38442663190516724,-0.07787229057941647,0.5450889354719805,0.8016
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,9,2019-11-22,0.39278552259227917,-0.09073038367432124,0.5528403562238808,0.8132693147097337
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,10,2019-12-05,0.39470956132279417,-0.0905778538505253,0.5440990126552279,0.7954737732656514
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,11,2019-12-18,0.41417844404052295,-0.07632052869763606,0.5577493701164605,0.8013928717738632
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,12,2020-01-01,0.4030104124616109,-0.07847894056184702,0.5473347136613821,0.801004016064257
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,13,2020-01-14,0.40105837054819576,-0.07853534578829219,0.5505417364730356,0.7925463336019339
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,14,2020-01-27,0.40607468257317797,-0.08327935903949336,0.5541086975588777,0.7993150684931507
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,15,2020-02-07,0.40767500573512033,-0.08076767998269453,0.5654649608232667,0.7934001670843777
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,16,2020-02-20,0.4231734539119992,-0.08408142594907414,0.5763706137832948,0.790870124303472
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,17,2020-03-04,0.4196443382616864,-0.04801675181836441,0.5688216330828574,0.789179104477612
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,18,2020-03-17,0.41839187875868905,0.04762712711763549,0.5739115718646411,0.784447900466563
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,19,2020-03-30,0.4274201388037361,0.02096289672148842,0.5872285098165236,0.7850837988826815
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,20,2020-04-10,0.39731801447202825,0.011671262388851526,0.5701661926425582,0.7807738095238096
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,21,2020-04-23,0.3863207288278379,0.002561695721856239,0.5597554827566942,0.7880678376741368
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,22,2020-05-06,0.3936628404956262,0.008285750897989507,0.5686829910808152,0.789137181874612
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,23,2020-05-19,0.38724253752753013,-0.01006553802634323,0.5699637300111984,0.7700632911392405
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,24,2020-06-01,0.37530694382194946,-0.0024032216035062594,0.5712384608726072,0.7787079762689518
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,25,2020-06-12,0.36686821491070226,0.01461692261661497,0.5724828260338554,0.7828051247471343
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,26,2020-06-25,0.3822130204871986,0.03576442040985119,0.5816865272470678,0.7940991839296924
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,27,2020-07-08,0.382033922662233,0.04160853455429871,0.5679135532269038,0.7840142095914743
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,28,2020-07-21,0.3913841632904304,0.04766559975029162,0.5744701632333326,0.7730221969265795
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,29,2020-08-03,0.39546315181943065,0.05169990749816299,0.5665586723048596,0.7908789386401327
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,30,2020-08-14,0.40043778985616574,0.03087625047539698,0.5793548998431868,0.7981808453718566
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,31,2020-08-27,0.39241857448461726,0.03301479834717154,0.5701911292655222,0.7759852863899107
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,32,2020-09-09,0.39235560617984233,0.03820530512835976,0.5638401624473613,0.7843939393939393
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,33,2020-09-22,0.3921995709343151,0.048893862857763,0.5667567401164376,0.784139650872818
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,34,2020-10-05,0.3956927459519761,0.053968991570994065,0.5736960265568078,0.7879005260640841
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,35,2020-10-16,0.39123338039577377,0.05380228099135076,0.563539578538545,0.7886579304112065
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,36,2020-10-29,0.3769020658295684,0.07968728449103084,0.5417584524334488,0.8052124397722294
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,37,2020-11-11,0.369462263782501,0.05079525258881917,0.536819288020414,0.7875266979923109
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,38,2020-11-24,0.3687040036682729,0.024122817183561518,0.5379565883760246,0.7938105263157894
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,39,2020-12-07,0.3606185150630725,0.00072458364229246,0.5271108256477308,0.7977852068533221
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,40,2020-12-18,0.3544913871894746,0.0027550168241312766,0.5237358029464704,0.7894943330427201
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,41,2021-01-01,0.3328040440642528,0.008281070954592825,0.5011362745094344,0.7897787610619469
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,42,2021-01-14,0.3351053036704459,0.006019546679883607,0.5072309532687812,0.7886826618379358
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,43,2021-01-27,0.3253378292084543,0.017550447189622793,0.4953341767300984,0.7982232346241458
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,44,2021-02-09,0.32243081533775214,0.011891300217980145,0.49503117376455047,0.7859090909090909
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,45,2021-02-22,0.3124052721568701,0.01478183600860661,0.47575897365731806,0.78900595510765
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,46,2021-03-05,0.308484731787423,0.009468523077090445,0.4765975117131624,0.7763805104408352
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,47,2021-03-18,0.21999095057264575,0.010323413677057105,0.33838514427484295,0.7728917842924358
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,48,2021-03-31,0.2665315349811422,0.005979734098326006,0.42330868613562167,0.7812918660287081
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,49,2021-04-13,0.24867297984412454,-0.0026713647167348445,0.4016209092106888,0.7839660339660339
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,50,2021-04-26,0.238329404584175,-0.005163035152375528,0.400240437750171,0.7938139059304704
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,51,2021-05-07,0.23080768653594266,0.008787371344519195,0.3846655047036775,0.7813340227507756
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,52,2021-05-20,0.20908845602334572,0.00689801525852029,0.35254720502481957,0.7857000498256104
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,53,2021-06-02,0.20455968648497763,0.01076251040490752,0.35306102487302937,0.7811659192825111
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,54,2021-06-15,0.21882850375675553,-0.0035458189489019107,0.3775920914952259,0.785665914221219
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,55,2021-06-28,0.22405448517759893,-0.0023165650514807156,0.3762208760853365,0.7863737486095662
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,56,2021-07-09,0.22239821427173434,-0.0015459482422954085,0.38061869870302684,0.7867156585641606
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,57,2021-07-22,0.21372154832777768,0.0022577358807131342,0.36619223845401283,0.7909638554216867
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,58,2021-08-04,0.22024276805740647,0.002917594590928311,0.3806033110089767,0.793895966029724
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,59,2021-08-17,0.22921208875090343,-0.002071070474523522,0.3848764319740991,0.7848012078510318
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,60,2021-08-30,0.22986841918377343,-0.008729488672839984,0.39183671444673845,0.788689586447434
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,61,2021-09-10,0.24002636195366744,-0.0039042268319860766,0.3988849766929279,0.7813705583756345
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,62,2021-09-23,0.2525012067419161,-0.01433302265692369,0.4030075340005587,0.7850120481927712
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,63,2021-10-06,0.2601401994361687,-0.0107642121421809,0.4130752232158766,0.7801491146318733
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,64,2021-10-19,0.26703757111894344,-0.013308721631902304,0.4269831602892718,0.7861046780917091
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,65,2021-11-01,0.2741066315934149,-0.007750479311501784,0.4318729372025305,0.7875175315568023
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,66,2021-11-12,0.18122875507591898,-0.0065739550578006204,0.28135372331800906,0.7726833976833977
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,67,2021-11-25,0.2727284093939111,-0.015848025824381728,0.42756931564026396,0.7836514929025942
4f17d_00002,64,2,0.001,1e-05,0.6,50,1024,68,2021-12-08,0.2744496160051751,-0.017578677229467248,0.42562742877070364,0.7688688688688688
