trial_id,number_of_estimators,max_depth,random_state,prediction_horizon_months,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
df0bd_00009,50,15,42,6,0,2019-08-01,0.002362487942555438,0.003513390206364634,0.0030666666666666663,0.66048,0.988293697103946
df0bd_00009,50,15,42,6,1,2019-08-14,0.02559716455273184,0.03653696421006934,0.0698387293457716,0.650192061459667,0.9795990932215681
df0bd_00009,50,15,42,6,2,2019-08-27,0.007282532351241657,0.04444018099110343,0.014290837596376152,0.602906976744186,0.9664754334277877
df0bd_00009,50,15,42,6,3,2019-09-09,0.006561757004244757,0.03783851164392824,0.009988052869152678,0.6587301587301587,1.0702374757263382
df0bd_00009,50,15,42,6,4,2019-09-20,0.003639597806819074,-0.01431217974510882,0.0055590023350204345,0.636328377504848,1.0023980407148707
df0bd_00009,50,15,42,6,5,2019-10-03,0.04686802736945525,-0.0502567251001601,0.1001942242161116,0.7003248511099079,1.1167674377475185
df0bd_00009,50,15,42,6,6,2019-10-16,0.011746232399553365,-0.05848536974428493,0.017790564486532483,0.6671670702179175,1.0483162455961939
df0bd_00009,50,15,42,6,7,2019-10-29,0.010405949070039812,-0.029793205705444678,0.01704892144205467,0.6682714351215039,1.0506381224527053
df0bd_00009,50,15,42,6,8,2019-11-11,0.008629068101055124,-0.01632241398017226,0.015900473091355748,0.6692,0.9921892200565785
df0bd_00009,50,15,42,6,9,2019-11-22,0.012130171618704338,-0.031553899933618526,0.025659571388823223,0.6853339153208207,1.013178611768124
df0bd_00009,50,15,42,6,10,2019-12-05,0.010741366999080983,-0.027800703951853745,0.019017704060208834,0.6838409475465314,1.0654992991520233
df0bd_00009,50,15,42,6,11,2019-12-18,0.004411421345671877,-0.019873259965157028,0.008766453039235159,0.6823433019254403,1.0089471495764832
df0bd_00009,50,15,42,6,12,2020-01-01,0.002690095719428879,0.0001241423606085931,0.004795738754868968,0.6702811244979919,0.992330859394802
df0bd_00009,50,15,42,6,13,2020-01-14,0.0021602046017584853,0.024779411391217622,0.0033650278452857017,0.6220386784850926,0.960717298314065
df0bd_00009,50,15,42,6,14,2020-01-27,0.003036109451127821,-0.022028779236489507,0.005950820634745866,0.6632957292506043,1.0717717838263885
df0bd_00009,50,15,42,6,15,2020-02-07,0.0010848000314985001,-0.025176343073147957,0.0022783120527481433,0.6181286549707602,0.9829263835676172
df0bd_00009,50,15,42,6,16,2020-02-20,0.00255842167454255,0.005182637123075708,0.0059590145530994225,0.604029147021003,0.9957505978696839
df0bd_00009,50,15,42,6,17,2020-03-04,0.03628013048926339,-0.032641514756125825,0.055000525577951896,0.5816231343283582,0.9066095025218391
df0bd_00009,50,15,42,6,18,2020-03-17,0.02156323977373059,0.05712038154915664,0.04158597817000525,0.649559357179886,1.087855605889254
df0bd_00009,50,15,42,6,19,2020-03-30,0.020969479128152172,0.022776229149034505,0.042837260960823235,0.7358100558659217,1.1432825790256684
df0bd_00009,50,15,42,6,20,2020-04-10,0.020559426580127178,0.02052926176378573,0.04171774925976607,0.726845238095238,1.148366709661959
df0bd_00009,50,15,42,6,21,2020-04-23,0.005072484935832552,0.013189096969194576,0.011452159120239072,0.7375529981829194,1.1332152056709337
df0bd_00009,50,15,42,6,22,2020-05-06,0.04720837321394356,0.0037505145544213052,0.11365528449719373,0.7453755431409063,1.1077647691000614
df0bd_00009,50,15,42,6,23,2020-05-19,0.017450614289352278,-0.020236861095624063,0.03906417949139468,0.6632278481012659,1.0383810466387264
df0bd_00009,50,15,42,6,24,2020-06-01,0.012578729822434975,0.016147950031888788,0.031169782389294583,0.7765985497692814,1.2157547030453453
df0bd_00009,50,15,42,6,25,2020-06-12,0.04502966180133636,0.011870301976813526,0.08027327995298325,0.7188132164531356,1.0808798324240898
df0bd_00009,50,15,42,6,26,2020-06-25,0.09982255334663799,0.024416942101751587,0.18980079746945813,0.6494036409290647,1.0645831404965294
df0bd_00009,50,15,42,6,27,2020-07-08,0.014919620783495555,0.03553651799980596,0.017021046782387236,0.6570159857904085,1.0770454076875249
df0bd_00009,50,15,42,6,28,2020-07-21,0.021789804198255585,0.037390764357845004,0.032245808464198944,0.6609561752988048,1.0544419288933724
df0bd_00009,50,15,42,6,29,2020-08-03,0.03182311167177709,0.028390244476828454,0.06515011611506262,0.68595909342178,1.0540505366320596
