trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,23,2020-05-19,0.3696053406970004,-0.011229291559455519,0.5471680745414923,0.7605696202531645
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,24,2020-06-01,0.339392347493144,-0.002200113625336062,0.5327432583530144,0.7688200395517468
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,25,2020-06-12,0.34177444791393197,0.013993682752765147,0.5314637192696373,0.7709372892784895
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,26,2020-06-25,0.3646910509034921,0.03268446626710345,0.556871786477414,0.7878217200251099
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,27,2020-07-08,0.35546211996429405,0.03985280287327801,0.535101330844365,0.7802841918294849
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,28,2020-07-21,0.3750480999717496,0.04833033379068042,0.5534997453263796,0.7837791690381332
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,29,2020-08-03,0.3599803505967044,0.04968665070771995,0.5417194345209498,0.7829740187949144
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,30,2020-08-14,0.3620836134755304,0.02878636083601721,0.5328583280078839,0.7894596040663456
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,31,2020-08-27,0.37493188323007653,0.03153052381910967,0.5438393770007378,0.7674198633736207
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,32,2020-09-09,0.3608836410641745,0.03728812854253137,0.5343449123271112,0.7754040404040404
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,33,2020-09-22,0.3746262259232797,0.04793501299582031,0.5493060543515336,0.7854364089775561
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,34,2020-10-05,0.36935422933521145,0.05172939759181221,0.5470648860376903,0.7787661406025825
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,35,2020-10-16,0.38143709949730065,0.052847599018115414,0.5456047332211872,0.7721644826028016
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,36,2020-10-29,0.3687424653822377,0.07808144756493213,0.5284463514513805,0.7861147612790188
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,37,2020-11-11,0.3486280503037061,0.04774367166797007,0.512927341550406,0.7723195215719778
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,38,2020-11-24,0.3559677047538926,0.023510564393123542,0.5189861313781992,0.7794947368421052
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,39,2020-12-07,0.34619106657191306,0.003245827903158716,0.5064397332999279,0.7859590472210614
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,40,2020-12-18,0.3393749552924216,0.004233111205321159,0.5029679043647569,0.786312118570183
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,41,2021-01-01,0.3280221912512606,0.007823661650388138,0.485075295311856,0.7863716814159292
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,42,2021-01-14,0.3204880002688116,0.007979656330466652,0.4892238094874684,0.7867813490267089
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,43,2021-01-27,0.3092648320514588,0.01843198568883306,0.47562766645980675,0.7806833712984055
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,44,2021-02-09,0.32322275467958234,0.011047788155790364,0.4875258142524362,0.7806363636363637
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,45,2021-02-22,0.3042196088700103,0.015117011558702853,0.4676085733321919,0.7761795693999084
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,46,2021-03-05,0.30012781941911976,0.009681953220518501,0.4597368802686678,0.7714153132250581
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,47,2021-03-18,0.21798073008576668,0.01200709320650487,0.33006913159535267,0.7647484618168657
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,48,2021-03-31,0.25552964628752867,0.005165136449042657,0.41215995214387136,0.7746411483253588
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,49,2021-04-13,0.24663790809778424,-0.0012725924543488083,0.39954366056449825,0.7768731268731268
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,50,2021-04-26,0.23321378211687493,-0.002963510065866608,0.3754075163259919,0.7876278118609407
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,51,2021-05-07,0.2289549478794057,0.008495476373456276,0.38034440374576256,0.7763185108583248
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,52,2021-05-20,0.20703626562814995,0.005978751076064781,0.34307473967745605,0.7717987045341306
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,53,2021-06-02,0.20375757120467106,0.01043373546883162,0.3432446686462166,0.7794282511210763
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,54,2021-06-15,0.21656005137679582,-0.0024393207716854742,0.37092671132630534,0.7843115124153499
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,55,2021-06-28,0.21034977539588362,-0.0015738562145018915,0.3587142149878629,0.7818131256952169
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,56,2021-07-09,0.21696639616011387,-0.002387396539180284,0.362326384142465,0.7733182589033352
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,57,2021-07-22,0.20763498196928326,0.0030211914090936334,0.3567078526621243,0.7889375684556407
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,58,2021-08-04,0.20549780254238165,0.002878428911767849,0.3556821442381507,0.7895435244161358
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,59,2021-08-17,0.21960075947447907,-0.001162947755944398,0.3746877453096912,0.7827377956718671
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,60,2021-08-30,0.22846204607892254,-0.008319273111745962,0.38809999523115446,0.7743896362730444
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,61,2021-09-10,0.22903085862544265,-0.002660435498925032,0.36284084459283544,0.7774619289340101
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,62,2021-09-23,0.23361050581305903,-0.015755035625017216,0.38090408809115217,0.7740240963855421
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,63,2021-10-06,0.25501856068414863,-0.010540344663605362,0.41408776349792686,0.7739049394221807
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,64,2021-10-19,0.257500874000848,-0.010792933579652548,0.4039695453413427,0.7768874478925428
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,65,2021-11-01,0.2596245856110351,-0.005912161652920504,0.41549569203846903,0.7820009350163628
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,66,2021-11-12,0.1689899049432628,-0.007874984099344092,0.26683797487368915,0.758043758043758
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,67,2021-11-25,0.26363887774554884,-0.0171317351339656,0.4239535658057182,0.7825256975036711
4f17d_00000,64,2,0.01,1e-05,0.6,50,1024,68,2021-12-08,0.2634394196423394,-0.01632154034565781,0.4235822920033447,0.7709209209209209
