trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,coherence_loss_weight,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,0,2019-08-01,0.31635942257159616,-0.002740089524570894,0.49160860028860026,0.94304,1.2612784725364747
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,1,2019-08-14,0.2960493315415611,0.027169736397072663,0.46880478425443406,0.9437900128040974,1.25841491576413
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,2,2019-08-27,0.3196084663966626,0.007941264827119685,0.49556490545245135,0.9392441860465116,1.2471343762285383
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,3,2019-09-09,0.31699330633776285,0.0022118804258459824,0.49416718895194495,0.9557226399331662,1.2711848006130022
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,4,2019-09-20,0.3537969510962036,-0.037005980730965796,0.5334912891437192,0.9526826115061409,1.266427772464513
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,5,2019-10-03,0.3765198304611195,-0.10653202916642744,0.5538068181573279,0.9364374661613427,1.2429549524309282
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,6,2019-10-16,0.4088066982325961,-0.09639205534617121,0.57042053295693,0.959273607748184,1.2707577569497217
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,7,2019-10-29,0.4149201139282365,-0.0924407002963982,0.5727401821078356,0.9619899128839982,1.2729235760286868
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,8,2019-11-11,0.41707022557130824,-0.07602893796083858,0.572748314218765,0.9602222222222222,1.272274625146659
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,9,2019-11-22,0.4251983216897768,-0.08838642134716618,0.5758129648497068,0.9538629419467483,1.2620885651633404
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,10,2019-12-05,0.4331814957497217,-0.08631805518180508,0.5820825153349374,0.9447546531302877,1.2500674873981366
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,11,2019-12-18,0.43850947418496755,-0.07311537558698147,0.5834989884772831,0.9635395329782875,1.2750358155176147
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,12,2020-01-01,0.44603875701692347,-0.07623647507473011,0.5871049091713183,0.9351004016064257,1.2372060514453644
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,13,2020-01-14,0.44488305124663063,-0.07834016583639762,0.5863408177218797,0.9569701853344077,1.2673373089031668
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,14,2020-01-27,0.4512903923607366,-0.08126020542329755,0.6065362570786114,0.946293311845286,1.2513204470494237
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,15,2020-02-07,0.4473973788351247,-0.07367079386162417,0.5987428658259621,0.9377610693400167,1.239262596621827
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,16,2020-02-20,0.4580710781849392,-0.0810751843788411,0.611247089191268,0.952721817402486,1.2565066161452474
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,17,2020-03-04,0.46389321672574035,-0.04208739346431284,0.6264023267406925,0.9539645522388059,1.2545713879023783
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,18,2020-03-17,0.4575064067648381,0.050622127912327564,0.6166446326724435,0.9486262312078798,1.2470197332737594
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,19,2020-03-30,0.4443460080808357,0.02549003386280675,0.6110411361940531,0.951731843575419,1.2507779523160245
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,20,2020-04-10,0.4301729531643221,0.01689841980031357,0.6037292178915078,0.9535714285714286,1.2542278254938954
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,21,2020-04-23,0.4150692306721809,0.008246827874920168,0.5808456108247678,0.9540278619018776,1.253106120788759
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,22,2020-05-06,0.4272712504525501,0.013351078754460203,0.6101967064919137,0.9721291123525759,1.276694254089394
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,23,2020-05-19,0.41990160057393006,-0.004889918741379325,0.601449410294347,0.9608860759493671,1.2619420342717411
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,24,2020-06-01,0.39747408103998627,0.0013539095208815865,0.5951112884039713,0.94067237969677,1.2362755209989866
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,25,2020-06-12,0.38583968840974026,0.01932885114409679,0.5939827123149879,0.962373567093729,1.2645479764826224
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,26,2020-06-25,0.3928716830667876,0.03958742837341417,0.6005247522972127,0.9473948524795983,1.245553425833725
